original,augmented_name,count
THPT Quế Võ số 2,"['THPT Quế Võ số 2', 'thpt que vo so 2', 'pt que vo so 2', 'ptth que vo so 2', 'trung hoc pho thong que vo so 2', 'truong thpt que vo so 2', 'pho thong que vo so 2', 'truong cap 3 que vo so 2', 'cap 3 que vo so 2', 'truong trung hoc pho thong que vo so 2', 'pho thong trung hoc que vo so 2']",11
THPT Quế Võ số 3,"['THPT Quế Võ số 3', 'thpt que vo so 3', 'ptth que vo so 3', 'pt que vo so 3', 'truong cap 3 que vo so 3', 'trung hoc pho thong que vo so 3', 'truong trung hoc pho thong que vo so 3', 'truong thpt que vo so 3', 'pho thong trung hoc que vo so 3', 'cap 3 que vo so 3', 'pho thong que vo so 3']",11
THPT Phố Mới,"['THPT Phố Mới', 'thpt pho moi', 'truong thpt pho moi', 'trung hoc pho thong pho moi', 'cap 3 pho moi', 'ptth pho moi', 'truong cap 3 pho moi', 'pho thong pho moi', 'truong trung hoc pho thong pho moi', 'pho thong trung hoc pho moi', 'pt pho moi']",11
TT GDTX số 2 tỉnh Bắc Ninh,"['TT GDTX số 2 tỉnh Bắc Ninh', 'tt gdtx so 2 tinh bac ninh', 'tt trung tam gdtx so 2 tinh bac ninh', 'tt giao duc thuong xuyen so 2 tinh bac ninh', 'tt ttgdtx so 2 tinh bac ninh', 'tt trung tam giao duc thuong xuyen so 2 tinh bac ninh']",6
TT GDNN-GDTX Bắc Ninh,"['TT GDNN-GDTX Bắc Ninh', 'tt gdnn gdtx bac ninh', 'tt gdnn ttgdtx bac ninh', 'tt gdnn trung tam giao duc thuong xuyen bac ninh', 'tt gdnn trung tam gdtx bac ninh', 'tt gdnn giao duc thuong xuyen bac ninh']",6
Phòng GD&ĐT Tiên Du,"['Phòng GD&ĐT Tiên Du', 'phong gd dt tien du']",2
THPT Tiên Du số 1,"['THPT Tiên Du số 1', 'thpt tien du so 1', 'truong cap 3 tien du so 1', 'truong thpt tien du so 1', 'truong trung hoc pho thong tien du so 1', 'cap 3 tien du so 1', 'pho thong trung hoc tien du so 1', 'ptth tien du so 1', 'pho thong tien du so 1', 'trung hoc pho thong tien du so 1', 'pt tien du so 1']",11
TT GDTX Tiên Du,"['TT GDTX Tiên Du', 'tt gdtx tien du', 'tt trung tam gdtx tien du', 'tt trung tam giao duc thuong xuyen tien du', 'tt giao duc thuong xuyen tien du', 'tt ttgdtx tien du']",6
THPT Nguyễn Đăng Đạo,"['THPT Nguyễn Đăng Đạo', 'thpt nguyen dang dao', 'pho thong nguyen dang dao', 'pt nguyen dang dao', 'truong cap 3 nguyen dang dao', 'trung hoc pho thong nguyen dang dao', 'cap 3 nguyen dang dao', 'ptth nguyen dang dao', 'truong trung hoc pho thong nguyen dang dao', 'pho thong trung hoc nguyen dang dao', 'truong thpt nguyen dang dao']",11
TT GDNN-GDTX Tiên Du,"['TT GDNN-GDTX Tiên Du', 'tt gdnn gdtx tien du', 'tt gdnn ttgdtx tien du', 'tt gdnn trung tam giao duc thuong xuyen tien du', 'tt gdnn giao duc thuong xuyen tien du', 'tt gdnn trung tam gdtx tien du']",6
Phòng GD&ĐT Từ Sơn,"['Phòng GD&ĐT Từ Sơn', 'phong gd dt tu son']",2
THPT Từ Sơn,"['THPT Từ Sơn', 'thpt tu son', 'truong thpt tu son', 'truong cap 3 tu son', 'pho thong tu son', 'truong trung hoc pho thong tu son', 'ptth tu son', 'pt tu son', 'cap 3 tu son', 'pho thong trung hoc tu son', 'trung hoc pho thong tu son']",11
TT GDTX Từ Sơn,"['TT GDTX Từ Sơn', 'tt gdtx tu son', 'tt ttgdtx tu son', 'tt giao duc thuong xuyen tu son', 'tt trung tam giao duc thuong xuyen tu son', 'tt trung tam gdtx tu son']",6
PT năng khiếu TDTT Olympic,"['PT năng khiếu TDTT Olympic', 'pt nang khieu tdtt olympic']",2
"CĐ Kinh tế, Kỹ thuật và Thủy sản","['CĐ Kinh tế, Kỹ thuật và Thủy sản', 'cd kinh te ky thuat va thuy san']",2
TT GDNN-GDTX Từ Sơn,"['TT GDNN-GDTX Từ Sơn', 'tt gdnn gdtx tu son', 'tt gdnn trung tam gdtx tu son', 'tt gdnn trung tam giao duc thuong xuyen tu son', 'tt gdnn giao duc thuong xuyen tu son', 'tt gdnn ttgdtx tu son']",6
Phổ thông liên cấp Lý Công Uẩn,"['Phổ thông liên cấp Lý Công Uẩn', 'pho thong lien cap ly cong uan']",2
Phòng GD&ĐT Thuận Thành,"['Phòng GD&ĐT Thuận Thành', 'phong gd dt thuan thanh']",2
THPT Thuận Thành số 1,"['THPT Thuận Thành số 1', 'thpt thuan thanh so 1', 'cap 3 thuan thanh so 1', 'pt thuan thanh so 1', 'truong thpt thuan thanh so 1', 'pho thong trung hoc thuan thanh so 1', 'pho thong thuan thanh so 1', 'truong cap 3 thuan thanh so 1', 'trung hoc pho thong thuan thanh so 1', 'ptth thuan thanh so 1', 'truong trung hoc pho thong thuan thanh so 1']",11
THPT Thuận Thành số 2,"['THPT Thuận Thành số 2', 'thpt thuan thanh so 2', 'truong trung hoc pho thong thuan thanh so 2', 'pho thong trung hoc thuan thanh so 2', 'cap 3 thuan thanh so 2', 'pt thuan thanh so 2', 'pho thong thuan thanh so 2', 'ptth thuan thanh so 2', 'truong thpt thuan thanh so 2', 'trung hoc pho thong thuan thanh so 2', 'truong cap 3 thuan thanh so 2']",11
THPT Thuận Thành số 3,"['THPT Thuận Thành số 3', 'thpt thuan thanh so 3', 'pho thong trung hoc thuan thanh so 3', 'pho thong thuan thanh so 3', 'cap 3 thuan thanh so 3', 'trung hoc pho thong thuan thanh so 3', 'truong trung hoc pho thong thuan thanh so 3', 'truong cap 3 thuan thanh so 3', 'truong thpt thuan thanh so 3', 'ptth thuan thanh so 3', 'pt thuan thanh so 3']",11
THPT Thiên Đức,"['THPT Thiên Đức', 'thpt thien duc', 'truong cap 3 thien duc', 'truong trung hoc pho thong thien duc', 'pt thien duc', 'pho thong thien duc', 'ptth thien duc', 'truong thpt thien duc', 'cap 3 thien duc', 'pho thong trung hoc thien duc', 'trung hoc pho thong thien duc']",11
TT GDTX Thuận Thành,"['TT GDTX Thuận Thành', 'tt gdtx thuan thanh', 'tt trung tam giao duc thuong xuyen thuan thanh', 'tt trung tam gdtx thuan thanh', 'tt ttgdtx thuan thanh', 'tt giao duc thuong xuyen thuan thanh']",6
THPT Kinh Bắc,"['THPT Kinh Bắc', 'thpt kinh bac', 'ptth kinh bac', 'truong cap 3 kinh bac', 'trung hoc pho thong kinh bac', 'pho thong trung hoc kinh bac', 'truong trung hoc pho thong kinh bac', 'cap 3 kinh bac', 'truong thpt kinh bac', 'pho thong kinh bac', 'pt kinh bac']",11
Phòng GD&ĐT Gia Bình,"['Phòng GD&ĐT Gia Bình', 'phong gd dt gia binh']",2
THPT Gia Bình số 1,"['THPT Gia Bình số 1', 'thpt gia binh so 1', 'pho thong gia binh so 1', 'ptth gia binh so 1', 'truong thpt gia binh so 1', 'cap 3 gia binh so 1', 'truong trung hoc pho thong gia binh so 1', 'trung hoc pho thong gia binh so 1', 'pt gia binh so 1', 'truong cap 3 gia binh so 1', 'pho thong trung hoc gia binh so 1']",11
THPT Lê Văn Thịnh,"['THPT Lê Văn Thịnh', 'thpt le van thinh', 'truong trung hoc pho thong le van thinh', 'truong thpt le van thinh', 'trung hoc pho thong le van thinh', 'pho thong le van thinh', 'pho thong trung hoc le van thinh', 'ptth le van thinh', 'truong cap 3 le van thinh', 'pt le van thinh', 'cap 3 le van thinh']",11
THPT Gia Bình số 3,"['THPT Gia Bình số 3', 'thpt gia binh so 3', 'pt gia binh so 3', 'truong thpt gia binh so 3', 'pho thong trung hoc gia binh so 3', 'truong trung hoc pho thong gia binh so 3', 'cap 3 gia binh so 3', 'trung hoc pho thong gia binh so 3', 'pho thong gia binh so 3', 'truong cap 3 gia binh so 3', 'ptth gia binh so 3']",11
TT GDTX Gia Bình,"['TT GDTX Gia Bình', 'tt gdtx gia binh', 'tt ttgdtx gia binh', 'tt giao duc thuong xuyen gia binh', 'tt trung tam giao duc thuong xuyen gia binh', 'tt trung tam gdtx gia binh']",6
TT GDNN-GDTX Gia Bình,"['TT GDNN-GDTX Gia Bình', 'tt gdnn gdtx gia binh', 'tt gdnn ttgdtx gia binh', 'tt gdnn giao duc thuong xuyen gia binh', 'tt gdnn trung tam gdtx gia binh', 'tt gdnn trung tam giao duc thuong xuyen gia binh']",6
Phòng GD&ĐT Lương Tài,"['Phòng GD&ĐT Lương Tài', 'phong gd dt luong tai']",2
THPT Lương Tài,"['THPT Lương Tài', 'thpt luong tai', 'pho thong luong tai', 'pt luong tai', 'pho thong trung hoc luong tai', 'truong cap 3 luong tai', 'cap 3 luong tai', 'ptth luong tai', 'truong trung hoc pho thong luong tai', 'trung hoc pho thong luong tai', 'truong thpt luong tai']",11
THPT Lương Tài số 2,"['THPT Lương Tài số 2', 'thpt luong tai so 2', 'cap 3 luong tai so 2', 'pt luong tai so 2', 'pho thong trung hoc luong tai so 2', 'trung hoc pho thong luong tai so 2', 'truong thpt luong tai so 2', 'truong cap 3 luong tai so 2', 'truong trung hoc pho thong luong tai so 2', 'pho thong luong tai so 2', 'ptth luong tai so 2']",11
THPT Lương Tài số 3,"['THPT Lương Tài số 3', 'thpt luong tai so 3', 'ptth luong tai so 3', 'pho thong luong tai so 3', 'pt luong tai so 3', 'truong thpt luong tai so 3', 'cap 3 luong tai so 3', 'truong trung hoc pho thong luong tai so 3', 'pho thong trung hoc luong tai so 3', 'trung hoc pho thong luong tai so 3', 'truong cap 3 luong tai so 3']",11
TT GDTX Lương Tài,"['TT GDTX Lương Tài', 'tt gdtx luong tai', 'tt ttgdtx luong tai', 'tt trung tam giao duc thuong xuyen luong tai', 'tt giao duc thuong xuyen luong tai', 'tt trung tam gdtx luong tai']",6
THPT Hải Á,"['THPT Hải Á', 'thpt hai a', 'pho thong hai a', 'pho thong trung hoc hai a', 'truong thpt hai a', 'trung hoc pho thong hai a', 'pt hai a', 'ptth hai a', 'truong trung hoc pho thong hai a', 'truong cap 3 hai a', 'cap 3 hai a']",11
TT GDNN-GDTX Lương Tài,"['TT GDNN-GDTX Lương Tài', 'tt gdnn gdtx luong tai', 'tt gdnn trung tam giao duc thuong xuyen luong tai', 'tt gdnn giao duc thuong xuyen luong tai', 'tt gdnn ttgdtx luong tai', 'tt gdnn trung tam gdtx luong tai']",6
THPT Chuyên Nguyễn Trãi,"['THPT Chuyên Nguyễn Trãi', 'thpt chuyen nguyen trai', 'ptth chuyen nguyen trai', 'cap 3 chuyen nguyen trai', 'pho thong trung hoc chuyen nguyen trai', 'truong cap 3 chuyen nguyen trai', 'pho thong chuyen nguyen trai', 'trung hoc pho thong chuyen nguyen trai', 'pt chuyen nguyen trai', 'truong thpt chuyen nguyen trai', 'truong trung hoc pho thong chuyen nguyen trai']",11
THPT Thành Đông,"['THPT Thành Đông', 'thpt thanh dong', 'truong cap 3 thanh dong', 'truong trung hoc pho thong thanh dong', 'pho thong thanh dong', 'ptth thanh dong', 'truong thpt thanh dong', 'pt thanh dong', 'trung hoc pho thong thanh dong', 'cap 3 thanh dong', 'pho thong trung hoc thanh dong']",11
TT GDTX TP. Hải Dương,"['TT GDTX TP. Hải Dương', 'tt gdtx tp hai duong', 'tt ttgdtx tp hai duong', 'tt trung tam gdtx tp hai duong', 'tt giao duc thuong xuyen tp hai duong', 'tt trung tam giao duc thuong xuyen tp hai duong']",6
TC Văn hóa - Nghệ thuật - Du lịch,"['TC Văn hóa - Nghệ thuật - Du lịch', 'tc van hoa nghe thuat du lich']",2
THPT Ái Quốc,"['THPT Ái Quốc', 'thpt ai quoc', 'truong trung hoc pho thong ai quoc', 'pt ai quoc', 'pho thong trung hoc ai quoc', 'ptth ai quoc', 'cap 3 ai quoc', 'trung hoc pho thong ai quoc', 'pho thong ai quoc', 'truong cap 3 ai quoc', 'truong thpt ai quoc']",11
TT GDNN-GDTX TP. Hải Dương,"['TT GDNN-GDTX TP. Hải Dương', 'tt gdnn gdtx tp hai duong', 'tt gdnn trung tam gdtx tp hai duong', 'tt gdnn giao duc thuong xuyen tp hai duong', 'tt gdnn trung tam giao duc thuong xuyen tp hai duong', 'tt gdnn ttgdtx tp hai duong']",6
THPT Chí Linh,"['THPT Chí Linh', 'thpt chi linh', 'truong trung hoc pho thong chi linh', 'pho thong chi linh', 'truong thpt chi linh', 'pho thong trung hoc chi linh', 'ptth chi linh', 'cap 3 chi linh', 'trung hoc pho thong chi linh', 'pt chi linh', 'truong cap 3 chi linh']",11
THPT Phả Lại,"['THPT Phả Lại', 'thpt pha lai', 'trung hoc pho thong pha lai', 'pt pha lai', 'truong trung hoc pho thong pha lai', 'cap 3 pha lai', 'truong cap 3 pha lai', 'truong thpt pha lai', 'pho thong pha lai', 'ptth pha lai', 'pho thong trung hoc pha lai']",11
TT GDTX - HN - DN Chí Linh,"['TT GDTX - HN - DN Chí Linh', 'tt gdtx hn dn chi linh', 'tt giao duc thuong xuyen hn dn chi linh', 'tt ttgdtx hn dn chi linh', 'tt trung tam gdtx hn dn chi linh', 'tt trung tam giao duc thuong xuyen hn dn chi linh']",6
THPT Bến Tắm,"['THPT Bến Tắm', 'thpt ben tam', 'truong cap 3 ben tam', 'pho thong ben tam', 'pt ben tam', 'pho thong trung hoc ben tam', 'ptth ben tam', 'trung hoc pho thong ben tam', 'truong trung hoc pho thong ben tam', 'cap 3 ben tam', 'truong thpt ben tam']",11
TT GDNN-GDTX Chí Linh,"['TT GDNN-GDTX Chí Linh', 'tt gdnn gdtx chi linh', 'tt gdnn ttgdtx chi linh', 'tt gdnn giao duc thuong xuyen chi linh', 'tt gdnn trung tam giao duc thuong xuyen chi linh', 'tt gdnn trung tam gdtx chi linh']",6
THPT Nam Sách,"['THPT Nam Sách', 'thpt nam sach', 'pho thong trung hoc nam sach', 'truong trung hoc pho thong nam sach', 'ptth nam sach', 'cap 3 nam sach', 'truong cap 3 nam sach', 'pt nam sach', 'trung hoc pho thong nam sach', 'truong thpt nam sach', 'pho thong nam sach']",11
THPT Nam Sách II,"['THPT Nam Sách II', 'thpt nam sach ii', 'truong cap 3 nam sach ii', 'pho thong trung hoc nam sach ii', 'trung hoc pho thong nam sach ii', 'pt nam sach ii', 'ptth nam sach ii', 'truong thpt nam sach ii', 'cap 3 nam sach ii', 'truong trung hoc pho thong nam sach ii', 'pho thong nam sach ii']",11
TT GDTX Nam Sách,"['TT GDTX Nam Sách', 'tt gdtx nam sach', 'tt trung tam gdtx nam sach', 'tt trung tam giao duc thuong xuyen nam sach', 'tt ttgdtx nam sach', 'tt giao duc thuong xuyen nam sach']",6
TT GDNN-GDTX Nam Sách,"['TT GDNN-GDTX Nam Sách', 'tt gdnn gdtx nam sach', 'tt gdnn giao duc thuong xuyen nam sach', 'tt gdnn trung tam gdtx nam sach', 'tt gdnn trung tam giao duc thuong xuyen nam sach', 'tt gdnn ttgdtx nam sach']",6
THPT Kinh Môn,"['THPT Kinh Môn', 'thpt kinh mon', 'ptth kinh mon', 'cap 3 kinh mon', 'truong trung hoc pho thong kinh mon', 'trung hoc pho thong kinh mon', 'pho thong kinh mon', 'pho thong trung hoc kinh mon', 'truong cap 3 kinh mon', 'pt kinh mon', 'truong thpt kinh mon']",11
THPT Nhị Chiểu,"['THPT Nhị Chiểu', 'thpt nhi chieu', 'truong thpt nhi chieu', 'ptth nhi chieu', 'pt nhi chieu', 'cap 3 nhi chieu', 'pho thong trung hoc nhi chieu', 'pho thong nhi chieu', 'truong trung hoc pho thong nhi chieu', 'trung hoc pho thong nhi chieu', 'truong cap 3 nhi chieu']",11
THPT Phúc Thành,"['THPT Phúc Thành', 'thpt phuc thanh', 'truong thpt phuc thanh', 'trung hoc pho thong phuc thanh', 'ptth phuc thanh', 'truong trung hoc pho thong phuc thanh', 'cap 3 phuc thanh', 'truong cap 3 phuc thanh', 'pho thong trung hoc phuc thanh', 'pt phuc thanh', 'pho thong phuc thanh']",11
THPT Kinh Môn II,"['THPT Kinh Môn II', 'thpt kinh mon ii', 'truong cap 3 kinh mon ii', 'trung hoc pho thong kinh mon ii', 'cap 3 kinh mon ii', 'pho thong trung hoc kinh mon ii', 'pho thong kinh mon ii', 'truong trung hoc pho thong kinh mon ii', 'pt kinh mon ii', 'ptth kinh mon ii', 'truong thpt kinh mon ii']",11
TT GDTX Kinh Môn,"['TT GDTX Kinh Môn', 'tt gdtx kinh mon', 'tt ttgdtx kinh mon', 'tt trung tam giao duc thuong xuyen kinh mon', 'tt giao duc thuong xuyen kinh mon', 'tt trung tam gdtx kinh mon']",6
THPT Quang Thành,"['THPT Quang Thành', 'thpt quang thanh', 'ptth quang thanh', 'pho thong trung hoc quang thanh', 'pho thong quang thanh', 'truong thpt quang thanh', 'truong cap 3 quang thanh', 'trung hoc pho thong quang thanh', 'truong trung hoc pho thong quang thanh', 'pt quang thanh', 'cap 3 quang thanh']",11
TT GDNN-GDTX Kinh Môn,"['TT GDNN-GDTX Kinh Môn', 'tt gdnn gdtx kinh mon', 'tt gdnn ttgdtx kinh mon', 'tt gdnn giao duc thuong xuyen kinh mon', 'tt gdnn trung tam gdtx kinh mon', 'tt gdnn trung tam giao duc thuong xuyen kinh mon']",6
THPT Gia Lộc,"['THPT Gia Lộc', 'thpt gia loc', 'ptth gia loc', 'cap 3 gia loc', 'pho thong gia loc', 'pt gia loc', 'truong thpt gia loc', 'truong trung hoc pho thong gia loc', 'trung hoc pho thong gia loc', 'pho thong trung hoc gia loc', 'truong cap 3 gia loc']",11
THPT Đoàn Thượng,"['THPT Đoàn Thượng', 'thpt doan thuong', 'cap 3 doan thuong', 'truong cap 3 doan thuong', 'truong trung hoc pho thong doan thuong', 'trung hoc pho thong doan thuong', 'ptth doan thuong', 'pho thong doan thuong', 'pt doan thuong', 'truong thpt doan thuong', 'pho thong trung hoc doan thuong']",11
THPT Gia Lộc II,"['THPT Gia Lộc II', 'thpt gia loc ii', 'truong cap 3 gia loc ii', 'pt gia loc ii', 'pho thong gia loc ii', 'cap 3 gia loc ii', 'truong trung hoc pho thong gia loc ii', 'ptth gia loc ii', 'pho thong trung hoc gia loc ii', 'trung hoc pho thong gia loc ii', 'truong thpt gia loc ii']",11
TT GDTX - HN Gia Lộc,"['TT GDTX - HN Gia Lộc', 'tt gdtx hn gia loc', 'tt trung tam gdtx hn gia loc', 'tt trung tam giao duc thuong xuyen hn gia loc', 'tt giao duc thuong xuyen hn gia loc', 'tt ttgdtx hn gia loc']",6
TT GDNN-GDTX Gia Lộc,"['TT GDNN-GDTX Gia Lộc', 'tt gdnn gdtx gia loc', 'tt gdnn trung tam gdtx gia loc', 'tt gdnn giao duc thuong xuyen gia loc', 'tt gdnn trung tam giao duc thuong xuyen gia loc', 'tt gdnn ttgdtx gia loc']",6
THPT Tứ Kỳ,"['THPT Tứ Kỳ', 'thpt tu ky', 'pho thong trung hoc tu ky', 'cap 3 tu ky', 'trung hoc pho thong tu ky', 'pho thong tu ky', 'truong trung hoc pho thong tu ky', 'ptth tu ky', 'truong cap 3 tu ky', 'truong thpt tu ky', 'pt tu ky']",11
THPT Cầu Xe,"['THPT Cầu Xe', 'thpt cau xe', 'ptth cau xe', 'cap 3 cau xe', 'pt cau xe', 'pho thong trung hoc cau xe', 'truong thpt cau xe', 'pho thong cau xe', 'truong cap 3 cau xe', 'truong trung hoc pho thong cau xe', 'trung hoc pho thong cau xe']",11
TT GDTX Tứ Kỳ,"['TT GDTX Tứ Kỳ', 'tt gdtx tu ky', 'tt trung tam giao duc thuong xuyen tu ky', 'tt giao duc thuong xuyen tu ky', 'tt trung tam gdtx tu ky', 'tt ttgdtx tu ky']",6
THPT Tứ Kỳ II,"['THPT Tứ Kỳ II', 'thpt tu ky ii', 'pt tu ky ii', 'pho thong trung hoc tu ky ii', 'truong trung hoc pho thong tu ky ii', 'trung hoc pho thong tu ky ii', 'truong thpt tu ky ii', 'pho thong tu ky ii', 'truong cap 3 tu ky ii', 'cap 3 tu ky ii', 'ptth tu ky ii']",11
TT GDNN-GDTX Tứ Kỳ,"['TT GDNN-GDTX Tứ Kỳ', 'tt gdnn gdtx tu ky', 'tt gdnn giao duc thuong xuyen tu ky', 'tt gdnn trung tam giao duc thuong xuyen tu ky', 'tt gdnn ttgdtx tu ky', 'tt gdnn trung tam gdtx tu ky']",6
THPT Thanh Miện,"['THPT Thanh Miện', 'thpt thanh mien', 'pho thong trung hoc thanh mien', 'pho thong thanh mien', 'ptth thanh mien', 'cap 3 thanh mien', 'truong trung hoc pho thong thanh mien', 'truong cap 3 thanh mien', 'trung hoc pho thong thanh mien', 'truong thpt thanh mien', 'pt thanh mien']",11
THPT Thanh Miện II,"['THPT Thanh Miện II', 'thpt thanh mien ii', 'truong cap 3 thanh mien ii', 'pho thong thanh mien ii', 'ptth thanh mien ii', 'cap 3 thanh mien ii', 'pt thanh mien ii', 'pho thong trung hoc thanh mien ii', 'truong trung hoc pho thong thanh mien ii', 'truong thpt thanh mien ii', 'trung hoc pho thong thanh mien ii']",11
THPT Thanh Miện III,"['THPT Thanh Miện III', 'thpt thanh mien iii', 'pt thanh mien iii', 'truong cap 3 thanh mien iii', 'cap 3 thanh mien iii', 'ptth thanh mien iii', 'truong thpt thanh mien iii', 'pho thong trung hoc thanh mien iii', 'trung hoc pho thong thanh mien iii', 'pho thong thanh mien iii', 'truong trung hoc pho thong thanh mien iii']",11
TT GDTX Thanh Miện,"['TT GDTX Thanh Miện', 'tt gdtx thanh mien', 'tt trung tam gdtx thanh mien', 'tt trung tam giao duc thuong xuyen thanh mien', 'tt ttgdtx thanh mien', 'tt giao duc thuong xuyen thanh mien']",6
TT GDNN-GDTX Thanh Miện,"['TT GDNN-GDTX Thanh Miện', 'tt gdnn gdtx thanh mien', 'tt gdnn trung tam giao duc thuong xuyen thanh mien', 'tt gdnn trung tam gdtx thanh mien', 'tt gdnn ttgdtx thanh mien', 'tt gdnn giao duc thuong xuyen thanh mien']",6
THPT Ninh Giang,"['THPT Ninh Giang', 'thpt ninh giang', 'ptth ninh giang', 'truong cap 3 ninh giang', 'truong trung hoc pho thong ninh giang', 'pho thong trung hoc ninh giang', 'cap 3 ninh giang', 'trung hoc pho thong ninh giang', 'pho thong ninh giang', 'truong thpt ninh giang', 'pt ninh giang']",11
THPT Khúc Thừa Dụ,"['THPT Khúc Thừa Dụ', 'thpt khuc thua du', 'cap 3 khuc thua du', 'pt khuc thua du', 'pho thong khuc thua du', 'pho thong trung hoc khuc thua du', 'truong trung hoc pho thong khuc thua du', 'trung hoc pho thong khuc thua du', 'ptth khuc thua du', 'truong cap 3 khuc thua du', 'truong thpt khuc thua du']",11
THPT Ninh Giang II,"['THPT Ninh Giang II', 'thpt ninh giang ii', 'truong trung hoc pho thong ninh giang ii', 'truong thpt ninh giang ii', 'cap 3 ninh giang ii', 'ptth ninh giang ii', 'pho thong ninh giang ii', 'truong cap 3 ninh giang ii', 'pt ninh giang ii', 'pho thong trung hoc ninh giang ii', 'trung hoc pho thong ninh giang ii']",11
TT GDTX Ninh Giang,"['TT GDTX Ninh Giang', 'tt gdtx ninh giang', 'tt trung tam giao duc thuong xuyen ninh giang', 'tt ttgdtx ninh giang', 'tt giao duc thuong xuyen ninh giang', 'tt trung tam gdtx ninh giang']",6
TT GDNN-GDTX Ninh Giang,"['TT GDNN-GDTX Ninh Giang', 'tt gdnn gdtx ninh giang', 'tt gdnn ttgdtx ninh giang', 'tt gdnn trung tam giao duc thuong xuyen ninh giang', 'tt gdnn trung tam gdtx ninh giang', 'tt gdnn giao duc thuong xuyen ninh giang']",6
THPT Cẩm Giàng,"['THPT Cẩm Giàng', 'thpt cam giang', 'truong thpt cam giang', 'pho thong cam giang', 'pho thong trung hoc cam giang', 'truong cap 3 cam giang', 'truong trung hoc pho thong cam giang', 'pt cam giang', 'cap 3 cam giang', 'ptth cam giang', 'trung hoc pho thong cam giang']",11
THPT Tuệ Tĩnh,"['THPT Tuệ Tĩnh', 'thpt tue tinh', 'truong trung hoc pho thong tue tinh', 'truong thpt tue tinh', 'pt tue tinh', 'trung hoc pho thong tue tinh', 'ptth tue tinh', 'pho thong trung hoc tue tinh', 'cap 3 tue tinh', 'pho thong tue tinh', 'truong cap 3 tue tinh']",11
THPT Cẩm Giàng II,"['THPT Cẩm Giàng II', 'thpt cam giang ii', 'pho thong trung hoc cam giang ii', 'cap 3 cam giang ii', 'ptth cam giang ii', 'truong trung hoc pho thong cam giang ii', 'truong thpt cam giang ii', 'trung hoc pho thong cam giang ii', 'truong cap 3 cam giang ii', 'pho thong cam giang ii', 'pt cam giang ii']",11
TT GDTX Cẩm Giàng,"['TT GDTX Cẩm Giàng', 'tt gdtx cam giang', 'tt ttgdtx cam giang', 'tt trung tam gdtx cam giang', 'tt trung tam giao duc thuong xuyen cam giang', 'tt giao duc thuong xuyen cam giang']",6
TT GDNN-GDTX Cẩm Giàng,"['TT GDNN-GDTX Cẩm Giàng', 'tt gdnn gdtx cam giang', 'tt gdnn ttgdtx cam giang', 'tt gdnn trung tam giao duc thuong xuyen cam giang', 'tt gdnn giao duc thuong xuyen cam giang', 'tt gdnn trung tam gdtx cam giang']",6
THPT Thanh Hà,"['THPT Thanh Hà', 'thpt thanh ha', 'pho thong thanh ha', 'pho thong trung hoc thanh ha', 'truong trung hoc pho thong thanh ha', 'pt thanh ha', 'cap 3 thanh ha', 'trung hoc pho thong thanh ha', 'ptth thanh ha', 'truong thpt thanh ha', 'truong cap 3 thanh ha']",11
THPT Hà Bắc,"['THPT Hà Bắc', 'thpt ha bac', 'pho thong ha bac', 'pho thong trung hoc ha bac', 'ptth ha bac', 'trung hoc pho thong ha bac', 'truong cap 3 ha bac', 'truong trung hoc pho thong ha bac', 'cap 3 ha bac', 'pt ha bac', 'truong thpt ha bac']",11
THPT Thanh Bình,"['THPT Thanh Bình', 'thpt thanh binh', 'pt thanh binh', 'truong cap 3 thanh binh', 'truong thpt thanh binh', 'truong trung hoc pho thong thanh binh', 'pho thong thanh binh', 'ptth thanh binh', 'trung hoc pho thong thanh binh', 'pho thong trung hoc thanh binh', 'cap 3 thanh binh']",11
TT GDTX Thanh Hà,"['TT GDTX Thanh Hà', 'tt gdtx thanh ha', 'tt ttgdtx thanh ha', 'tt trung tam giao duc thuong xuyen thanh ha', 'tt giao duc thuong xuyen thanh ha', 'tt trung tam gdtx thanh ha']",6
TT GDNN-GDTX Thanh Hà,"['TT GDNN-GDTX Thanh Hà', 'tt gdnn gdtx thanh ha', 'tt gdnn trung tam gdtx thanh ha', 'tt gdnn trung tam giao duc thuong xuyen thanh ha', 'tt gdnn ttgdtx thanh ha', 'tt gdnn giao duc thuong xuyen thanh ha']",6
THPT Kim Thành,"['THPT Kim Thành', 'thpt kim thanh', 'pt kim thanh', 'truong trung hoc pho thong kim thanh', 'pho thong kim thanh', 'truong cap 3 kim thanh', 'pho thong trung hoc kim thanh', 'ptth kim thanh', 'truong thpt kim thanh', 'cap 3 kim thanh', 'trung hoc pho thong kim thanh']",11
THPT Đồng Gia,"['THPT Đồng Gia', 'thpt dong gia', 'cap 3 dong gia', 'ptth dong gia', 'truong trung hoc pho thong dong gia', 'pho thong trung hoc dong gia', 'trung hoc pho thong dong gia', 'pt dong gia', 'truong thpt dong gia', 'truong cap 3 dong gia', 'pho thong dong gia']",11
THPT Kim Thành II,"['THPT Kim Thành II', 'thpt kim thanh ii', 'truong thpt kim thanh ii', 'pt kim thanh ii', 'truong trung hoc pho thong kim thanh ii', 'truong cap 3 kim thanh ii', 'pho thong trung hoc kim thanh ii', 'cap 3 kim thanh ii', 'trung hoc pho thong kim thanh ii', 'pho thong kim thanh ii', 'ptth kim thanh ii']",11
