normed_text_unique,augmented_name,count
Trường Cao Đẳng Kinh Tế - Kỹ Thuật Bạc Liêu ,"['Trường Cao Đẳng Kinh Tế - Kỹ Thuật Bạc Liêu ', 'truong cao dang kinh te ky thuat bac lieu', 'truong cd kinh te ky thuat bac lieu', 'truong truong cao dang kinh te ky thuat bac lieu', 'cao dang kinh te ky thuat bac lieu', 'cd kinh te ky thuat bac lieu', 'trung hoc kinh te ky thuat bac lieu', 'Kinh Te-Ki Thuat Bac Lieu', 'Trung cấp kinh tế - kỹ thuất Bạc Liêu', 'Kinh Te-Ki Thuat Bac Lieu']",10
Trường THCS-THPT Mỹ Hòa Hưng,"['Trường THCS-THPT Mỹ Hòa Hưng', 'truong thcs thpt my hoa hung', 'truong thcs pho thong trung hoc my hoa hung', 'truong thcs pt my hoa hung', 'truong thcs trung hoc pho thong my hoa hung', 'truong thcs cap 3 my hoa hung', 'truong thcs tthpt my hoa hung', 'truong thcs truong trung hoc pho thong my hoa hung', 'truong thcs truong pho thong trung hoc my hoa hung', 'truong thcs pho thong my hoa hung', 'truong thcs ptth my hoa hung', 'Trường THCS-THPT my hoa hung']",12
Học Viện Chính Sách và Phát Triển,"['Học Viện Chính Sách và Phát Triển', 'hoc vien chinh sach va phat trien', 'Học Viện Chính Sách và Phát Triển']",3
Trường THPT Bình An,"['Trường THPT Bình An', 'truong thpt binh an', 'truong truong pho thong trung hoc binh an', 'truong pt binh an', 'truong cap 3 binh an', 'truong pho thong trung hoc binh an', 'truong tthpt binh an', 'truong trung hoc pho thong binh an', 'thpt binh an', 'truong pho thong binh an', 'pho thong trung hoc binh an', 'truong ptth binh an', 'cap 3 binh an', 'ptth binh an', 'trung hoc pho thong binh an', 'pho thong binh an', 'truong truong trung hoc pho thong binh an', 'pt binh an', 'Trường THPT binh an tu 01 02 2020', 'Trường THPT BC Bình An']",20
PTDTNT Trường THCS-THPT huyện Si Ma Cai,"['PTDTNT Trường THCS-THPT huyện Si Ma Cai', 'ptdtnt truong thcs thpt huyen si ma cai', 'ptdtnt truong thcs ptth huyen si ma cai', 'ptdtnt truong thcs truong trung hoc pho thong huyen si ma cai', 'ptdtnt truong thcs pt huyen si ma cai', 'ptdtnt truong thcs cap 3 huyen si ma cai', 'ptdtnt truong thcs pho thong huyen si ma cai', 'ptdtnt truong thcs pho thong trung hoc huyen si ma cai', 'ptdtnt truong thcs truong pho thong trung hoc huyen si ma cai', 'ptdtnt truong thcs trung hoc pho thong huyen si ma cai', 'ptdtnt truong thcs tthpt huyen si ma cai', 'ptdtnt Trường THCS-THPT huyen si ma cai', 'ptdtnt Trường THCS-THPT huyen si ma cai']",13
Đại học Lao Động - Xã Hội,"['Đại học Lao Động - Xã Hội', 'dai hoc lao dong xa hoi', 'truong dai hoc lao dong xa hoi', 'truong dh lao dong xa hoi', 'dh lao dong xa hoi', 'daj hoc lao dong xa hoi', 'Đại học Trần Duy Hưng']",7
Trường Trung cấp Nghề Cơ khí xây dựng,"['Trường Trung cấp Nghề Cơ khí xây dựng', 'truong trung cap nghe co khi xay dung', 'trung cấp cơ khí']",3
Trường THPT Trung Nghĩa,"['Trường THPT Trung Nghĩa', 'truong thpt trung nghia', 'truong pt trung nghia', 'ptth trung nghia', 'truong tthpt trung nghia', 'truong cap 3 trung nghia', 'truong trung hoc pho thong trung nghia', 'trung hoc pho thong trung nghia', 'truong truong trung hoc pho thong trung nghia', 'truong truong pho thong trung hoc trung nghia', 'truong pho thong trung nghia', 'pho thong trung hoc trung nghia', 'pho thong trung nghia', 'thpt trung nghia', 'cap 3 trung nghia', 'truong ptth trung nghia', 'pt trung nghia', 'truong pho thong trung hoc trung nghia', 'truong Trường THPT Trung Nghia', 'truong Trường THPT trung nghia']",20
Trường THPT Dân Lập Nguyễn Đình Chiểu,"['Trường THPT Dân Lập Nguyễn Đình Chiểu', 'truong thpt dan lap nguyen dinh chieu', 'truong cap 3 dan lap nguyen dinh chieu', 'truong trung hoc pho thong dan lap nguyen dinh chieu', 'ptth dan lap nguyen dinh chieu', 'truong thpt dl nguyen dinh chieu', 'truong pho thong trung hoc dan lap nguyen dinh chieu', 'thpt dan lap nguyen dinh chieu', 'truong truong trung hoc pho thong dan lap nguyen dinh chieu', 'pho thong trung hoc dan lap nguyen dinh chieu', 'truong pho thong dan lap nguyen dinh chieu', 'pho thong dan lap nguyen dinh chieu', 'cap 3 dan lap nguyen dinh chieu', 'truong tthpt dan lap nguyen dinh chieu', 'truong pt dan lap nguyen dinh chieu', 'truong ptth dan lap nguyen dinh chieu', 'trung hoc pho thong dan lap nguyen dinh chieu', 'truong truong pho thong trung hoc dan lap nguyen dinh chieu', 'pt dan lap nguyen dinh chieu', 'Trường THPT Nguyen dinh chieu', 'Trường THPT Nguyễn Đình Chuiểu', 'Trường THPT NGUYỄN ĐÌNH CHIỂU & TNCS Bến tre', 'Trường THPT Nguyễn Đình Chiểu', 'Trường THPT Nguyễn Đình Chuiểu']",24
PGD Thoại Sơn - CN Long Xuyên - Ngân hàng TMCP Đầu tư & Phát triển Việt Nam ,"['PGD Thoại Sơn - CN Long Xuyên - Ngân hàng TMCP Đầu tư & Phát triển Việt Nam ', 'pgd thoai son cn long xuyen ngan hang tmcp dau tu phat trien viet nam', 'bvd thoai son an giang']",3
Trường THPT Lương Thế Vinh cơ sở 2,"['Trường THPT Lương Thế Vinh cơ sở 2', 'truong thpt luong the vinh co so 2', 'truong tthpt luong the vinh co so 2', 'pho thong luong the vinh co so 2', 'truong pt luong the vinh co so 2', 'pho thong trung hoc luong the vinh co so 2', 'truong pho thong trung hoc luong the vinh co so 2', 'truong cap 3 luong the vinh co so 2', 'cap 3 luong the vinh co so 2', 'truong ptth luong the vinh co so 2', 'truong trung hoc pho thong luong the vinh co so 2', 'truong pho thong luong the vinh co so 2', 'ptth luong the vinh co so 2', 'truong truong pho thong trung hoc luong the vinh co so 2', 'thpt luong the vinh co so 2', 'pt luong the vinh co so 2', 'truong truong trung hoc pho thong luong the vinh co so 2', 'trung hoc pho thong luong the vinh co so 2', 'Truong Trường THPT Dan Lap Luong The Vinh, TP Cam Pha, Quang Ninh', 'Trường THPT Lương Thế Vinh - Cẩm Phả - Quảng Ninh']",20
Trường THPT Chuyên Bến Tre,"['Trường THPT Chuyên Bến Tre', 'truong thpt chuyen ben tre', 'truong cap 3 chuyen ben tre', 'pt chuyen ben tre', 'truong truong trung hoc pho thong chuyen ben tre', 'pho thong chuyen ben tre', 'truong pho thong trung hoc chuyen ben tre', 'truong ptth chuyen ben tre', 'truong tthpt chuyen ben tre', 'thpt chuyen ben tre', 'trung hoc pho thong chuyen ben tre', 'truong pt chuyen ben tre', 'truong trung hoc pho thong chuyen ben tre', 'truong truong pho thong trung hoc chuyen ben tre', 'ptth chuyen ben tre', 'truong pho thong chuyen ben tre', 'cap 3 chuyen ben tre', 'pho thong trung hoc chuyen ben tre', 'Trường Trung học Phổ thông Chuyên Bến Tre', 'Trường THPT chuyen ben tre', 'Trường THPT Chuyên Bến Tre']",21
Trường THCS-THPT Nguyễn Du - Đà Lạt,"['Trường THCS-THPT Nguyễn Du - Đà Lạt', 'truong thcs thpt nguyen du da lat', 'truong thcs trung hoc pho thong nguyen du da lat', 'truong thcs truong pho thong trung hoc nguyen du da lat', 'truong thcs truong trung hoc pho thong nguyen du da lat', 'truong thcs pho thong trung hoc nguyen du da lat', 'truong thcs cap 3 nguyen du da lat', 'truong thcs tthpt nguyen du da lat', 'truong thcs ptth nguyen du da lat', 'truong thcs pho thong nguyen du da lat', 'truong thcs pt nguyen du da lat', 'Trường THCS-THPT nguyen du da lat']",12
Đại học Mở TP.HCM,"['Đại học Mở TP.HCM', 'dai hoc mo tp hcm', 'dai hoc mo tp.hcm', 'dh mo tp hcm', 'dai hoc mo tphcm', 'truong dai hoc mo tp hcm', 'dai hoc mo tp. ho chi minh', 'truong dh mo tp hcm', 'dai hoc mo tp ho chi minh', 'daj hoc mo tp hcm', 'Đại học Mở TPHCM', 'dai hoc mo ban cong tp hcm']",12
PTDT Nội trú Trường THCS-THPT Yên Minh,"['PTDT Nội trú Trường THCS-THPT Yên Minh', 'ptdt noi tru truong thcs thpt yen minh', 'ptdt noi tru truong thcs pho thong yen minh', 'ptdt noi tru truong thcs cap 3 yen minh', 'ptdt noi tru truong thcs truong trung hoc pho thong yen minh', 'ptdt noi tru truong thcs trung hoc pho thong yen minh', 'ptdt noi tru truong thcs tthpt yen minh', 'ptdt noi tru truong thcs pt yen minh', 'ptdt noi tru truong thcs pho thong trung hoc yen minh', 'ptdt noi tru truong thcs ptth yen minh', 'ptdt noi tru truong thcs truong pho thong trung hoc yen minh', 'ptdt noi tru Trường THCS-THPT yen minh']",12
Trường THPT Chuyên Nguyễn Chí Thanh,"['Trường THPT Chuyên Nguyễn Chí Thanh', 'truong thpt chuyen nguyen chi thanh', 'truong ptth chuyen nguyen chi thanh', 'pho thong trung hoc chuyen nguyen chi thanh', 'pt chuyen nguyen chi thanh', 'cap 3 chuyen nguyen chi thanh', 'truong truong trung hoc pho thong chuyen nguyen chi thanh', 'truong pho thong chuyen nguyen chi thanh', 'truong pho thong trung hoc chuyen nguyen chi thanh', 'thpt chuyen nguyen chi thanh', 'truong pt chuyen nguyen chi thanh', 'ptth chuyen nguyen chi thanh', 'truong cap 3 chuyen nguyen chi thanh', 'trung hoc pho thong chuyen nguyen chi thanh', 'truong trung hoc pho thong chuyen nguyen chi thanh', 'truong truong pho thong trung hoc chuyen nguyen chi thanh', 'pho thong chuyen nguyen chi thanh', 'truong tthpt chuyen nguyen chi thanh', 'Trường THPT chuyen nguyen chi thanh']",19
Trường THPT Hoàng Văn Thái,"['Trường THPT Hoàng Văn Thái', 'truong thpt hoang van thai', 'truong pt hoang van thai', 'trung hoc pho thong hoang van thai', 'truong ptth hoang van thai', 'cap 3 hoang van thai', 'truong truong pho thong trung hoc hoang van thai', 'ptth hoang van thai', 'truong pho thong trung hoc hoang van thai', 'truong trung hoc pho thong hoang van thai', 'truong cap 3 hoang van thai', 'pt hoang van thai', 'thpt hoang van thai', 'pho thong hoang van thai', 'pho thong trung hoc hoang van thai', 'truong pho thong hoang van thai', 'truong tthpt hoang van thai', 'truong truong trung hoc pho thong hoang van thai', 'Trường THPT hoang van thai']",19
TT GDTX Côn Đảo,"['TT GDTX Côn Đảo', 'tt gdtx con dao', 'tt giao duc thuong xuyen con dao', 'tt trung tam gdtx con dao', 'tt ttgdtx con dao', 'tt trung tam giao duc thuong xuyen con dao', 'TT GDTX con dao']",7
Trường THPT Chuyên Quốc Học-Huế,"['Trường THPT Chuyên Quốc Học-Huế', 'truong thpt chuyen quoc hoc hue', 'truong tthpt chuyen quoc hoc hue', 'cap 3 chuyen quoc hoc hue', 'truong cap 3 chuyen quoc hoc hue', 'pho thong chuyen quoc hoc hue', 'trung hoc pho thong chuyen quoc hoc hue', 'truong ptth chuyen quoc hoc hue', 'truong trung hoc pho thong chuyen quoc hoc hue', 'pt chuyen quoc hoc hue', 'truong pho thong chuyen quoc hoc hue', 'truong truong trung hoc pho thong chuyen quoc hoc hue', 'thpt chuyen quoc hoc hue', 'truong pho thong trung hoc chuyen quoc hoc hue', 'truong truong pho thong trung hoc chuyen quoc hoc hue', 'pho thong trung hoc chuyen quoc hoc hue', 'truong pt chuyen quoc hoc hue', 'ptth chuyen quoc hoc hue', 'Trường THPT chuyen quoc hoc hue']",19
Trường THPT Thiệu Hóa,"['Trường THPT Thiệu Hóa', 'truong thpt thieu hoa', 'truong truong pho thong trung hoc thieu hoa', 'pho thong thieu hoa', 'truong cap 3 thieu hoa', 'truong pho thong trung hoc thieu hoa', 'trung hoc pho thong thieu hoa', 'ptth thieu hoa', 'truong trung hoc pho thong thieu hoa', 'truong tthpt thieu hoa', 'pt thieu hoa', 'truong pt thieu hoa', 'pho thong trung hoc thieu hoa', 'thpt thieu hoa', 'truong ptth thieu hoa', 'cap 3 thieu hoa', 'truong pho thong thieu hoa', 'truong truong trung hoc pho thong thieu hoa', 'PT Thiệu Hoá']",19
Trường Đại học Lao động Xã hội - Cơ sở 2,"['Trường Đại học Lao động Xã hội - Cơ sở 2', 'truong dai hoc lao dong xa hoi co so 2', 'dh lao dong xa hoi co so 2', 'truong dh lao dong xa hoi co so 2', 'truong truong dai hoc lao dong xa hoi co so 2', 'daj hoc lao dong xa hoi co so 2', 'truong daj hoc lao dong xa hoi co so 2', 'truong truong dh lao dong xa hoi co so 2', 'dai hoc lao dong xa hoi co so 2', 'Dai Hoc Lao Dong Xa Hoi (CS II)', 'Đh Lao động xã hội cs2', 'ULSA2']",12
Trường Mầm Non Thốt Nốt,"['Trường Mầm Non Thốt Nốt', 'truong mam non thot not', 'Trường Mầm Non Thốt Nốt']",3
Trường THPT Chuyên Biên Hòa,"['Trường THPT Chuyên Biên Hòa', 'truong thpt chuyen bien hoa', 'truong pho thong trung hoc chuyen bien hoa', 'pho thong trung hoc chuyen bien hoa', 'truong tthpt chuyen bien hoa', 'truong trung hoc pho thong chuyen bien hoa', 'truong cap 3 chuyen bien hoa', 'thpt chuyen bien hoa', 'ptth chuyen bien hoa', 'truong pho thong chuyen bien hoa', 'truong pt chuyen bien hoa', 'truong truong trung hoc pho thong chuyen bien hoa', 'trung hoc pho thong chuyen bien hoa', 'pt chuyen bien hoa', 'truong ptth chuyen bien hoa', 'cap 3 chuyen bien hoa', 'truong truong pho thong trung hoc chuyen bien hoa', 'pho thong chuyen bien hoa', 'Trường THPT Biên Hòa Phủ Lý', 'Trường THPT chuyen bien hoa']",20
PT DTNT Trường THPT Tỉnh,"['PT DTNT Trường THPT Tỉnh', 'pt dtnt truong thpt tinh', 'pt dtnt truong trung hoc pho thong tinh', 'pt dtnt trung hoc pho thong tinh', 'pt dtnt truong truong trung hoc pho thong tinh', 'pt dtnt truong ptth tinh', 'pt dtnt pt tinh', 'pt dtnt ptth tinh', 'pt dtnt truong pho thong tinh', 'pt dtnt thpt tinh', 'pt dtnt truong truong pho thong trung hoc tinh', 'pt dtnt cap 3 tinh', 'pt dtnt truong cap 3 tinh', 'pt dtnt truong pho thong trung hoc tinh', 'pt dtnt truong tthpt tinh', 'pt dtnt pho thong trung hoc tinh', 'pt dtnt pho thong tinh', 'pt dtnt truong pt tinh', 'pt dtnt Trường THPT tinh']",19
TT GDHN-GDTX Quảng Yên,"['TT GDHN-GDTX Quảng Yên', 'tt gdhn gdtx quang yen', 'tt gdhn giao duc thuong xuyen quang yen', 'tt gdhn trung tam gdtx quang yen', 'tt gdhn trung tam giao duc thuong xuyen quang yen', 'tt gdhn ttgdtx quang yen', 'trung tam gdhn gdtx quang yen nam 2012 ve truoc']",7
Cao Đẳng Sư phạm Trung ương - Nha Trang,"['Cao Đẳng Sư phạm Trung ương - Nha Trang', 'cao dang su pham trung uong nha trang', 'truong cao dang su pham trung uong nha trang', 'cdsp trung uong nha trang', 'cd su pham trung uong nha trang', 'truong cdsp nha trang', 'truong cao dang su pham tw ii nha trang']",7
TT GDNN-GDTX Cẩm Mỹ,"['TT GDNN-GDTX Cẩm Mỹ', 'tt gdnn gdtx cam my', 'tt gdnn trung tam gdtx cam my', 'tt gdnn trung tam giao duc thuong xuyen cam my', 'tt gdnn giao duc thuong xuyen cam my', 'tt gdnn ttgdtx cam my', 'tt gdnn gdtx cam my']",7
Trường THPT Dân Tộc Nội Trú Trà Vinh,"['Trường THPT Dân Tộc Nội Trú Trà Vinh', 'truong thpt dan toc noi tru tra vinh', 'truong cap 3 dan toc noi tru tra vinh', 'truong tthpt dan toc noi tru tra vinh', 'pho thong dan toc noi tru tra vinh', 'ptth dan toc noi tru tra vinh', 'truong pho thong trung hoc dan toc noi tru tra vinh', 'pho thong trung hoc dan toc noi tru tra vinh', 'truong trung hoc pho thong dan toc noi tru tra vinh', 'trung hoc pho thong dan toc noi tru tra vinh', 'truong truong trung hoc pho thong dan toc noi tru tra vinh', 'truong pho thong dan toc noi tru tra vinh', 'thpt dan toc noi tru tra vinh', 'cap 3 dan toc noi tru tra vinh', 'pt dan toc noi tru tra vinh', 'truong pt dan toc noi tru tra vinh', 'truong truong pho thong trung hoc dan toc noi tru tra vinh', 'truong ptth dan toc noi tru tra vinh', 'Trường THPT Dân Tộc Nội Trú Trà Vinh']",19
TT GDTX - Hướng nghiệp Tỉnh,"['TT GDTX - Hướng nghiệp Tỉnh', 'tt gdtx huong nghiep tinh', 'tt giao duc thuong xuyen huong nghiep tinh', 'tt trung tam gdtx huong nghiep tinh', 'tt ttgdtx huong nghiep tinh', 'tt trung tam giao duc thuong xuyen huong nghiep tinh', 'trung tam gdtx huong nghiep tinh']",7
TT GDNN-GDTX Cẩm Phả,"['TT GDNN-GDTX Cẩm Phả', 'tt gdnn gdtx cam pha', 'tt gdnn trung tam giao duc thuong xuyen cam pha', 'tt gdnn ttgdtx cam pha', 'tt gdnn trung tam gdtx cam pha', 'tt gdnn giao duc thuong xuyen cam pha', 'trung tam gdnn gdtx cam pha co so cd t ks viet nam', 'trung tam gdnn gdtx cam pha co so cd cong nghiep cam pha']",8
Đại Học Phú Yên,"['Đại Học Phú Yên', 'dai hoc phu yen', 'dh phu yen', 'truong dai hoc phu yen', 'truong dh phu yen', 'daj hoc phu yen', 'PYU', 'Đại Học Phú Yên']",8
Đại học Sư phạm Nghệ thuật Trung Ương,"['Đại học Sư phạm Nghệ thuật Trung Ương', 'dai hoc su pham nghe thuat trung uong', 'truong dh su pham nghe thuat trung uong', 'truong dai hoc su pham nghe thuat trung uong', 'daj hoc su pham nghe thuat trung uong', 'dhsp nghe thuat trung uong', 'dh su pham nghe thuat trung uong', 'k8 khoa sp am nhac dhsp nghe thuat tw']",8
TT Giáo Dục Nghề Nghiệp - GDTX Quận Phú Nhuận,"['TT Giáo Dục Nghề Nghiệp - GDTX Quận Phú Nhuận', 'tt giao duc nghe nghiep gdtx quan phu nhuan', 'tt giao duc nghe nghiep trung tam gdtx quan phu nhuan', 'tt giao duc nghe nghiep giao duc thuong xuyen quan phu nhuan', 'tt giao duc nghe nghiep ttgdtx quan phu nhuan', 'tt giao duc nghe nghiep trung tam giao duc thuong xuyen quan phu nhuan', 'TTGD TX Phú Nhuận', 'TT GDTX quan phu nhuan', 'GDTX phu nhuan', 'TT GDTX Quận Phú Nhuận']",10
Chính trị tỉnh Kiên Giang,"['Chính trị tỉnh Kiên Giang', 'chinh tri tinh kien giang', 'chinh tri tinh kien giang']",3
TrườngTrường THPT Quảng Thanh,"['TrườngTrường THPT Quảng Thanh', 'truongtruong thpt quang thanh', 'truongtruong pho thong trung hoc quang thanh', 'truongtrung hoc pho thong quang thanh', 'truongtruong pt quang thanh', 'truongtruong cap 3 quang thanh', 'truongtruong ptth quang thanh', 'truongpt quang thanh', 'truongptth quang thanh', 'truongtruong truong trung hoc pho thong quang thanh', 'truongcap 3 quang thanh', 'truongtruong truong pho thong trung hoc quang thanh', 'truongtruong trung hoc pho thong quang thanh', 'truongtruong tthpt quang thanh', 'truongpho thong trung hoc quang thanh', 'truongpho thong quang thanh', 'truongthpt quang thanh', 'truongtruong pho thong quang thanh', 'Trường THPT Quang Thanh,Thuy Nguyen,Hai Phong']",19
TT GDNN-GDTX Huyện Đại Từ,"['TT GDNN-GDTX Huyện Đại Từ', 'tt gdnn gdtx huyen dai tu', 'tt gdnn giao duc thuong xuyen huyen dai tu', 'tt gdnn trung tam gdtx huyen dai tu', 'tt gdnn trung tam giao duc thuong xuyen huyen dai tu', 'tt gdnn ttgdtx huyen dai tu', 'tt gdnn gdtx huyen dai tu']",7
Trường THPT Nguyễn Bỉnh Khiêm - Đức Trọng,"['Trường THPT Nguyễn Bỉnh Khiêm - Đức Trọng', 'truong thpt nguyen binh khiem duc trong', 'truong pho thong trung hoc nguyen binh khiem duc trong', 'pho thong nguyen binh khiem duc trong', 'truong cap 3 nguyen binh khiem duc trong', 'cap 3 nguyen binh khiem duc trong', 'truong pt nguyen binh khiem duc trong', 'truong ptth nguyen binh khiem duc trong', 'pho thong trung hoc nguyen binh khiem duc trong', 'truong trung hoc pho thong nguyen binh khiem duc trong', 'trung hoc pho thong nguyen binh khiem duc trong', 'truong tthpt nguyen binh khiem duc trong', 'ptth nguyen binh khiem duc trong', 'truong pho thong nguyen binh khiem duc trong', 'thpt nguyen binh khiem duc trong', 'truong truong trung hoc pho thong nguyen binh khiem duc trong', 'truong truong pho thong trung hoc nguyen binh khiem duc trong', 'pt nguyen binh khiem duc trong', 'Trường THPT nguyen binh khiem duc trong']",19
TT GDTX huyện Sa Pa,"['TT GDTX huyện Sa Pa', 'tt gdtx huyen sa pa', 'tt ttgdtx huyen sa pa', 'tt giao duc thuong xuyen huyen sa pa', 'tt trung tam gdtx huyen sa pa', 'tt trung tam giao duc thuong xuyen huyen sa pa', 'tt gdtx huyen sa pa']",7
Đại học Y Dược TP.HCM,"['Đại học Y Dược TP.HCM', 'dai hoc y duoc tp hcm', 'daj hoc y duoc tp hcm', 'dai hoc y duoc tp ho chi minh', 'dh y duoc tp hcm', 'dai hoc y duoc tp.hcm', 'dai hoc y duoc tphcm', 'truong dh y duoc tp hcm', 'dai hoc y duoc tp. ho chi minh', 'truong dai hoc y duoc tp hcm', 'truong dhyd tp hcm', 'dai hoc y duoc HCM', 'Đại học Y Dược Thành phố Hồ Chí Minh', 'ĐHYD TPHCM', 'Đại học Y dược TP. HCM - UNIVERSITY OF MEDICINE AND PHARMACY, HO CHI MINH CITY', 'dhydtphcm', 'Dhoc y duoc tphcm', ""Medical and Pharmaceutical University of Ho Chi Minh City '11"", 'Đại Học Y Dược TP Hồ Chí Minh', 'dh y duoc tp hcm university of medicine and pharmacy at hcmc', 'university of pharmacy and medicine at hochiminh city', 'Đại học Y Dược Thành phố Hồ Chí Mi', 'university of medicine and pharmacy, hcm city', 'Dai Hoc Y Duoc Tphcm']",24
Trường THPT Chuyên Nguyễn Đình Chiểu,"['Trường THPT Chuyên Nguyễn Đình Chiểu', 'truong thpt chuyen nguyen dinh chieu', 'truong tthpt chuyen nguyen dinh chieu', 'pho thong trung hoc chuyen nguyen dinh chieu', 'cap 3 chuyen nguyen dinh chieu', 'truong pho thong chuyen nguyen dinh chieu', 'trung hoc pho thong chuyen nguyen dinh chieu', 'truong trung hoc pho thong chuyen nguyen dinh chieu', 'truong pt chuyen nguyen dinh chieu', 'ptth chuyen nguyen dinh chieu', 'truong cap 3 chuyen nguyen dinh chieu', 'truong pho thong trung hoc chuyen nguyen dinh chieu', 'truong truong trung hoc pho thong chuyen nguyen dinh chieu', 'truong truong pho thong trung hoc chuyen nguyen dinh chieu', 'truong ptth chuyen nguyen dinh chieu', 'pho thong chuyen nguyen dinh chieu', 'pt chuyen nguyen dinh chieu', 'thpt chuyen nguyen dinh chieu', 'Truong Trường THPT Chuyên Nguyên Dình chiêu']",19
Trường Mầm Non Tư Thục Tom & Jerry,"['Trường Mầm Non Tư Thục Tom & Jerry', 'truong mam non tu thuc tom jerry', 'Trường mầm non TOM and JERRY']",3
CĐ Nghề Du lịch Cần Thơ,"['CĐ Nghề Du lịch Cần Thơ', 'cd nghe du lich can tho', 'cd nghe du lich can tho']",3
Đại học Chung Ang,"['Đại học Chung Ang', 'dai hoc chung ang', 'dh chung ang', 'daj hoc chung ang', 'truong dai hoc chung ang', 'truong dh chung ang', '중앙대학교']",7
Trường THPT Chuyên Trần Hưng Đạo,"['Trường THPT Chuyên Trần Hưng Đạo', 'truong thpt chuyen tran hung dao', 'cap 3 chuyen tran hung dao', 'truong truong pho thong trung hoc chuyen tran hung dao', 'pt chuyen tran hung dao', 'truong pho thong trung hoc chuyen tran hung dao', 'truong truong trung hoc pho thong chuyen tran hung dao', 'truong cap 3 chuyen tran hung dao', 'truong pt chuyen tran hung dao', 'thpt chuyen tran hung dao', 'truong ptth chuyen tran hung dao', 'truong pho thong chuyen tran hung dao', 'truong trung hoc pho thong chuyen tran hung dao', 'pho thong chuyen tran hung dao', 'pho thong trung hoc chuyen tran hung dao', 'ptth chuyen tran hung dao', 'truong tthpt chuyen tran hung dao', 'trung hoc pho thong chuyen tran hung dao', 'Trường THPT chuyen tran hung dao', 'Trường THPT Chuyên Trần Hưng Đao']",20
Đại Học Văn Hóa Thể Thao Và Du Lịch Thanh Hoá,"['Đại Học Văn Hóa Thể Thao Và Du Lịch Thanh Hoá', 'dai hoc van hoa the thao va du lich thanh hoa', 'daj hoc van hoa the thao va du lich thanh hoa', 'truong dai hoc van hoa the thao va du lich thanh hoa', 'dh van hoa the thao va du lich thanh hoa', 'truong dh van hoa the thao va du lich thanh hoa', 'Dai Hoc van Hoa the Thao Va du Lich Thanh Hoa']",7
Trường THPT chuyên Thăng Long,"['Trường THPT chuyên Thăng Long', 'truong thpt chuyen thang long', 'truong cap 3 chuyen thang long', 'truong truong pho thong trung hoc chuyen thang long', 'truong tthpt chuyen thang long', 'trung hoc pho thong chuyen thang long', 'truong pt chuyen thang long', 'pt chuyen thang long', 'pho thong trung hoc chuyen thang long', 'truong pho thong trung hoc chuyen thang long', 'ptth chuyen thang long', 'truong truong trung hoc pho thong chuyen thang long', 'thpt chuyen thang long', 'truong trung hoc pho thong chuyen thang long', 'truong pho thong chuyen thang long', 'cap 3 chuyen thang long', 'pho thong chuyen thang long', 'truong ptth chuyen thang long', 'Chuyên Lâm Đồng']",19
Trường THPT C Thanh Liêm,"['Trường THPT C Thanh Liêm', 'truong thpt c thanh liem', 'truong trung hoc pho thong c thanh liem', 'pho thong trung hoc c thanh liem', 'truong pho thong c thanh liem', 'truong cap 3 c thanh liem', 'truong truong trung hoc pho thong c thanh liem', 'ptth c thanh liem', 'truong pt c thanh liem', 'cap 3 c thanh liem', 'truong ptth c thanh liem', 'truong pho thong trung hoc c thanh liem', 'pt c thanh liem', 'pho thong c thanh liem', 'truong tthpt c thanh liem', 'truong truong pho thong trung hoc c thanh liem', 'trung hoc pho thong c thanh liem', 'thpt c thanh liem', 'Trường THPT C Thanh Ljem', 'Trường THPT c thanh liem']",20
TT GDNN-GDTX Quảng Điền,"['TT GDNN-GDTX Quảng Điền', 'tt gdnn gdtx quang dien', 'tt gdnn trung tam giao duc thuong xuyen quang dien', 'tt gdnn trung tam gdtx quang dien', 'tt gdnn ttgdtx quang dien', 'tt gdnn giao duc thuong xuyen quang dien', 'ttgdnn gdtx quang dien']",7
Trường Cao Đẳng Kinh tế - Kỹ thuật Lâm Đồng,"['Trường Cao Đẳng Kinh tế - Kỹ thuật Lâm Đồng', 'truong cao dang kinh te ky thuat lam dong', 'truong cd kinh te ky thuat lam dong', 'truong truong cao dang kinh te ky thuat lam dong', 'cd kinh te ky thuat lam dong', 'cao dang kinh te ky thuat lam dong', 'Cao Đẳng KTKT Lâm Đồng', 'truong cao dang kinh te ky thuat lam dong', 'TRUNG HOC KINH TE KI THUAT LAM DONG', 'cao dang kinh te ki thuat lam dong']",10
Trường THCS-THPT Phú Thành A,"['Trường THCS-THPT Phú Thành A', 'truong thcs thpt phu thanh a', 'truong thcs trung hoc pho thong phu thanh a', 'truong thcs pt phu thanh a', 'truong thcs ptth phu thanh a', 'truong thcs truong pho thong trung hoc phu thanh a', 'truong thcs pho thong trung hoc phu thanh a', 'truong thcs cap 3 phu thanh a', 'truong thcs tthpt phu thanh a', 'truong thcs pho thong phu thanh a', 'truong thcs truong trung hoc pho thong phu thanh a', 'Trường THCS-THPT phu thanh a']",12
