Column1,text,normed_text,clean_text
36188,TT GDTX Quận 3,TT GDTX quận 3,GDTX quận 3
35845,TT GDTX yen dung,TT GDTX huyện Yên Dũng,GDTX Yên Dũng
35832,trung tam giao giuc thuong xuyen huong nghiep day nghe xuan thuy nam ha,TT GDTX Và Dạy Nghề Cầu Giấy,GDTX-DN Cầu Giấy
36701,tt giáo duc thường xuyên nghĩa tân,TT GDTX Và Dạy Nghề Quận Cầu Giấy,GDTX-DN Cầu Giấy
36320,TT GDTXVT,TT GDTX & Dạy Nghề Vĩnh Tường,GDTX-DN Vĩnh Tường
35729,Trung tam GDTX Huyen Cang Long,TT Giáo dục thường xuyên - hướng nghiệp dạy nghề Càng Long,GDTX-HN-DN Càng Long
35742,Hanoi Korean School,Trường Hàn Quốc Hà Nội,Hàn Quốc Hà Nội
36268,Truong trung tam giao duc thuong xuyen vinh linh,TT Hướng Nghiệp Dạy Nghề Huyện Vĩnh Linh,HN DN Vĩnh Linh
35863,TRUNG Tam huan luyen bo doi bien phong tinh vinh phuc,TT Huấn Luyện Bộ Đội Biên Phòng,Huấn Luyện Bộ Đội Biên Phòng
35623,Vietnam National Academy of Music,Học Viện Âm Nhạc Quốc Gia Việt Nam,HV Âm Nhạc Quốc Gia Việt Nam
35373,Học Viện An ninh nhân dân T31,Học Viện An ninh Nhân Dân,HV An ninh Nhân Dân
35526,Học Viện Ăn Nhởi Nói Dóc,Học Viện An ninh Nhân Dân,HV An ninh Nhân Dân
35732,Báo chí tuyên chuyền,Học viện Báo chí & Tuyên truyền,HV Báo chí & Tuyên truyền
35424,ĐhBienpho`ng,Học viện Biên Phòng,HV Biên Phòng
35759,Trường THPT  cang hoc cang rot cang lam cangngu,Học Viện Cảnh Sát Nhân Dân - T32,HV Cảnh Sát Nhân Dân
36680,T32-HVCSND,Học Viện Cảnh Sát Nhân Dân - T32,HV Cảnh Sát Nhân Dân
35199,PTIT - Post and Telecommunication Institute of Technology,Học viện Công nghệ Bưu chính viễn thông,HV Công nghệ Bưu chính viễn thông
35356,Truong Dai Hoc Buu Dien,Học Viện Công Nghệ Bưu Chính Viễn Thông,HV Công Nghệ Bưu Chính Viễn Thông
35796,Buư chính vien thong,Học Viện Công Nghệ Bưu Chính Viễn Thông,HV Công Nghệ Bưu Chính Viễn Thông
35206,Đại Học Hàng Không Việt Nam,Học viện Hàng không Việt Nam,HV Hàng không Việt Nam
35343,Acedemy of Public administration,Học viện Hành chính Quốc Gia ,HV Hành chính Quốc Gia
36266,Học viện hành chính quốc gia cơ sở Thành phố Hồ Chí Minh,Học viện Hành chính Quốc gia,HV Hành chính Quốc gia
36435,Hv KTMM,Học Viện Kỹ Thuật Mật Mã,HV Kỹ Thuật Mật Mã
35821,Militery techniacl academy,Học viện Kỹ thuật Quân sự,HV Kỹ thuật Quân sự
35925,Đại học Bách khoa Hà nội - Học Viện kỹ thuật Quân sự,Học viện Kỹ thuật Quân sự,HV Kỹ thuật Quân sự
36028,ĐH kỹ Thuật Lê Quý Đôn,Học viện Kỹ thuật Quân sự,HV Kỹ thuật Quân sự
36173,hoc vien ky thuat quan su,Học viện Kỹ thuật Quân sự,HV Kỹ thuật Quân sự
36203,Học Viện Ngân Hàng - Cơ sở đào tạo Sơn Tây,Học Viện Ngân Hàng - Cơ Sở Đào Tạo Sơn Tây,HV Ngân Hàng
36332,Hv ngan hang bac ninh,Học Viện Ngân Hàng - Phân Viện Bắc Ninh,HV Ngân Hàng
36695,Trường Học Viện Ngân Hàng - Phân Viện Phú Yên,Học viện Ngân hàng - Phân viện Phú Yên,HV Ngân Hàng
35261,đai hoc y nông nghiệp,Học viện Nông nghiệp Việt Nam,HV Nông nghiệp Việt Nam
35943,Dai Hoc Nong Nghiep III,Học viện Nông nghiệp Việt Nam,HV Nông nghiệp Việt Nam
36158,HUA - Đại học Nông Nghiệp Hà Nội,Học viện Nông nghiệp Việt Nam,HV Nông nghiệp Việt Nam
36355,Đại học nông nghiệp phát triển nông thôn,Học viện Nông nghiệp Việt Nam,HV Nông nghiệp Việt Nam
36458,Trường Đại Học Nông Nghiệp 1 châu quỳ Gia Lâm Hà Nội,Học viện Nông nghiệp Việt Nam,HV Nông nghiệp Việt Nam
36530,Trường ĐH Nông Nghiệp 2 HB,Học viện Nông nghiệp Việt Nam,HV Nông nghiệp Việt Nam
36664,Dai hoc nông nghiep,Học viện Nông nghiệp Việt Nam,HV Nông nghiệp Việt Nam
35499,học viện phật giáo hcm,Học viện Phật giáo Việt Nam tại TP.HCM,HV Phật giáo Việt Nam tại TP.HCM
36570,Học viên phụ nữ Việt Nam,Học Viện Phụ Nữ Việt Nam,HV Phụ Nữ Việt Nam
36292,Military Medical Intermediate,Học viện Quân y ,HV Quân y
36030,Học viện YDHCT Việt Nam,Học viện Y Dược học Cổ truyền Việt Nam,HV Y Dược học Cổ truyền Việt Nam
36304,Trường John Robert Powers,Trường John Robert Powers Việt Nam,John Robert Powers Việt Nam
35513,Học viện Quân Khu 3,Trường Quân Sự Quân Khu 3,Quân Sự Quân Khu 3
36675,Trường quân sự quân khu 9,Trường Quân Sự Quân Khu 9,Quân Sự Quân Khu 9
36256,truong quan su tinh son la,Trường quân sự tỉnh Sơn La,quân sự Sơn La
36267,Trường quân sự tỉnh sơn la,Trường quân sự tỉnh Sơn La,quân sự Sơn La
36128,Daihocchinhtri,Trường Sĩ Quan Chính Trị,Sĩ Quan Chính Trị
35937,Đại Học Sỹ Quan Tăng Thiết Giáp,Trường Sỹ Quan Tăng Thiết Giáp,Sỹ Quan Tăng Thiết Giáp
36740,Truong trung cap Anh Sang,Trường Trung Cấp Ánh Sáng,TC Ánh Sáng
35853,Học Viên Trường Trung Cấp Biên Biên Phòng 2,Trường Trung cấp Biên phòng 2,TC Biên phòng 2
35910,trung cap canh sat nhan dan 6,Trường Trung Cấp Cảnh Sát Nhân Dân 6,TC Cảnh Sát Nhân Dân 6
36103,Trường Kinh tế - Kỹ thuật An Giang,Trường Trung cấp Kinh tế - Kỹ thuật An Giang,TC Kinh tế - Kỹ thuật An Giang
35575,Trung cấp Kinh tế du lịch Hoa Sữa,Trường Trung cấp Kinh tế Du lịch Hoa Sữa,TC Kinh tế Du lịch Hoa Sữa
35323,Thang long-Ha noi technical college,Trường Trung cấp Kinh tế Kỹ thuật Bắc Thăng Long,TC Kinh tế Kỹ thuật Bắc Thăng Long
36004,Kinh te - ky thuat - ha noi 1,Trường Trung Cấp Kinh Tế Kỹ Thuật Hà Nội 1,TC Kinh Tế Kỹ Thuật Hà Nội 1
35539,Trung cấp kĩ thuật Quang Trung,Trường Trung Cấp Kinh Tế Kỹ Thuật Quang Trung,TC Kinh Tế Kỹ Thuật Quang Trung
36688,Trường Trung Cấp Thương Mại Đại Náo,Trường Trung Cấp Kinh Tế Kỹ Thuật Thương Mại,TC Kinh Tế Kỹ Thuật Thương Mại
36618,Truong TC Kinh Te QB,Trường Trung cấp Kinh tế Quảng Bình,TC Kinh tế Quảng Bình
36765,Trường Trung Cấp Kinh Tế Du Lịch Tân Thanh,Trường Trung cấp Kinh tế và Du Lịch Tân Thanh,TC Kinh tế và Du Lịch Tân Thanh
36422,Trường Luật Thái Nguyên,Trường Trung cấp Luật Thái Nguyên,TC Luật Thái Nguyên
35791,Trung cấp du lịch Hà Nội,Trường Trung Cấp Nghề Du Lịch Hà Nội - HHTC,TC Nghề Du Lịch Hà Nội
36367,Tc nghe giao thong van tai,Trường Trung cấp Nghề Giao thông Vận tải Thăng Long,TC Nghề Giao thông Vận tải Thăng Long
36575,truong trung cap nghe kinh te ky thuat mien tay,Trường Trung Cấp Nghề Kinh Tế - Kỹ Thuật Miền Tây,TC Nghề Kinh Tế - Kỹ Thuật Miền Tây
35542,Trường Kỹ thuật Công nghệ Hùng Vương,Trường trung cấp nghề Kỹ thuật Công nghệ Hùng Vương,TC nghề Kỹ thuật Công nghệ Hùng Vương
35866,TCNKTCN Hùng Vüöng,Trường trung cấp nghề Kỹ thuật Công nghệ Hùng Vương,TC nghề Kỹ thuật Công nghệ Hùng Vương
36726,TC Nghiep Vu Khach San HN,Trường Trung Cấp Nghề Nấu Ăn - Nghiệp Vụ Du Lịch Và Thời Trang Hà Nội,TC Nghề Nấu Ăn - Nghiệp Vụ Du Lịch Và Thời Trang Hà Nội
36434,Truong Trung Cap Nghe So 5 - Bo Quoc Phong.,Trường Trung Cấp Nghề Số 5 - Bộ Quốc Phòng,TC Nghề Số 5
35857,Truong Trung Cap Nghe Thap Muoi,Trường Trung cấp nghề Tháp Mười,TC nghề Tháp Mười
36214,Trường trung cấp công đoàn hà nội,Trường Trung cấp Nghiệp vụ và dạy nghề Công đoàn Tp Hà Nội,TC Nghiệp vụ và dạy nghề Công đoàn Tp Hà Nội
35288,TDTT TP CAN THO,Trường TRUNG CẤP THỂ DỤC THỂ THAO TP.CẦN THƠ,TC THỂ DỤC THỂ THAO TP.CẦN THƠ
35887,trung cấp trinh sát 700,Trường Trung Cấp Trinh Sát,TC Trinh Sát
35208,Trường văn hóa nghệ thuật Bình Định,Trường Trung Cấp Văn Hóa Nghệ Thuật Bình Định,TC Văn Hóa Nghệ Thuật Bình Định
35977,Văn hoá nghệ thuật Lào Cai,Trường Trung cấp Văn hóa Nghệ thuật và Du lịch Lào Cai,TC Văn hóa Nghệ thuật và Du lịch Lào Cai
35885,Truong trung cap van thu luu tru trung uong_go vap_tp ho chi minh,Trường Trung cấp Văn thư Lưu trữ Trung ương,TC Văn thư Lưu trữ Trung ương
35628,trung cap xay dung so 4,Trường Trung cấp Xây dựng số 4,TC Xây dựng số 4
35322,Trường Trung Cấp Y Khoa Hà Nội,Trường Trung Cấp Y Khoa Hà Nội,TC Y Khoa Hà Nội
35683,Trường trung cấp y an khánh,Trường Trung Cấp Y Khoa Hà Nội,TC Y Khoa Hà Nội
35825,Trung cap y te nam dinh,Trường trung cấp Y tế Nam Định,TC Y tế Nam Định
36401,Cao Đẳng Y Dược Nam Định,Trường trung cấp Y tế Nam Định,TC Y tế Nam Định
35573,Trường trung cấp y tế sóc trăng,Trường trung cấp Y tế Sóc Trăng,TC Y tế Sóc Trăng
36100,Trường TCKT Quân Khí,Trường TCKT Quân Khí - TCKT,TCKT Quân Khí
36644,pho thong loc binh,Trường THPT Dân Tộc Nội Trú Trường THCS Huyện Lộc Bình,THCS-THPT DTNT Lộc Bình
35874,truong trung hoc pho thong sương Nguyệt Anh,Trường THCS-THPT Duy Tân,THCS-THPT Duy Tân
35865,Trường THCS-THPT Phạm Văn Đồng,Trường THCS-THPT Hà Thành,THCS-THPT Hà Thành
36495,truong Trường THCS-THPT hau thanh dong,Trường THCS-THPT Hậu Thạnh Đông,THCS-THPT Hậu Thạnh Đông
36596,Trường THCS-THPT Hậu Thạnh Đônq,Trường THCS-THPT Hậu Thạnh Đông,THCS-THPT Hậu Thạnh Đông
35408,Truong Trường THCS va Trường THPT Hoa Binh,Trường THCS-THPT Hòa Bình,THCS-THPT Hòa Bình
36427,Trường THCS_Trường THPT Lai Hòa,Trường THCS-THPT Lai Hoà,THCS-THPT Lai Hoà
36709,Trường THCS-THPT Lai Hòa,Trường THCS-THPT Lai Hoà,THCS-THPT Lai Hoà
36009,Trường THPT Lê Lợi Đầm Hà Quảng Ninh,Trường THCS-THPT Lê Lợi,THCS-THPT Lê Lợi
36299,truong truc hoc le quy đôn,Trường THCS-THPT Lê Quý Đôn,THCS-THPT Lê Quý Đôn
36346,TH co so Le Quy Don,Trường THCS-THPT Lê Quý Đôn,THCS-THPT Lê Quý Đôn
35724,Truong Trường THPT Lien Hiep-Bac Quang- Ha,Trường THCS-THPT Liên Hiệp,THCS-THPT Liên Hiệp
35802,Trường THCS-THPT LUONG HOA,Trường THCS-THPT Lương Hòa,THCS-THPT Lương Hòa
35378,Trung Học Phổ thông Dân Lập lomonosov,Trường THCS-THPT M.V. Lômônôxốp,THCS-THPT M.V. Lômônôxốp
36207,Trường THCS-THPT na phac,Trường THCS-THPT Nà Phặc,THCS-THPT Nà Phặc
35883,Trường THCS Nguyễn Đình Chiểu,Trường THPT CS Nguyễn Đình Chiểu,THCS-THPT Nguyễn Đình Chiểu
35952,Trường THCS-THPT Phú Tân,Trường THCS-THPT Phú Tân,THCS-THPT Phú Tân
36685,Trường THCS-THPT Phú Tân,Trường THCS-THPT Phú Tân,THCS-THPT Phú Tân
35226,Trường THPT Sương Nguyệt Anh,Trường THCS-THPT Sương Nguyệt Anh,THCS-THPT Sương Nguyệt Anh
35256,Trường THCS- Trường THPT tanthanh,Trường THCS-THPT Tân Thạnh,THCS-THPT Tân Thạnh
35842,Trường THCS-THPT VIỆT TRUNG,Trường THCS-THPT Việt Trung,THCS-THPT Việt Trung
35459,THIEU SINH QUAN,Thiếu sinh quân Việt Nam Cộng hòa,Thiếu sinh quân Việt Nam Cộng hòa
35990,truong thieu sinh quan viet nam,Thiếu sinh quân Việt Nam Cộng hòa,Thiếu sinh quân Việt Nam Cộng hòa
36225,Trường THPT Kim Bảng A,Trường THPT A Kim Bảng,THPT A Kim Bảng
36353,Trường THPT An Bien Kien Giang,Trường THPT An Biên,THPT An Biên
35758,Trường THPT An Lạc Thôn,Trường THPT An Lạc Thôn,THPT An Lạc Thôn
35315,Trường THPT An Luong Dong,Trường THPT An Lương Đông,THPT An Lương Đông
35819,Trường THPT AN LƯƠNG ĐÔNG,Trường THPT An Lương Đông,THPT An Lương Đông
36081,Trường THPT An Lương Đông Tại Truồi,Trường THPT An Lương Đông,THPT An Lương Đông
36060,TPPT so 2 An Nhon,Trường THPT số 2 An Nhơn,THPT An Nhơn 2
36249,Trường THPT so 3An Nhon,Trường THPT Số 3 An Nhơn,THPT An Nhơn 3
35545,Trường THPT An Thanh 3,Trường THPT An Thạnh 3 Cũ,THPT An Thạnh 3
36406,Trường THPT Ca Văn Thỉnh,Trường THPT An Thới,THPT An Thới
36718,Trường THPTTH Bình Lục B Hà Nam,Trường THPT B Bình Lục,THPT B Bình Lục
35834,Trung học phông thông B duy tiên,Trường THPT B Duy Tiên,THPT B Duy Tiên
35626,Trường THPT Hải Hậu B,Trường THPT B Hải Hậu,THPT B Hải Hậu
36452,truong ptth thanh liemb ha nam,Trường THPT B Thanh Liêm,THPT B Thanh Liêm
35330,Trường THPT Ba Bể,Trường THPT Ba Bể,THPT Ba Bể
36195,Trường THPT.Bac luog son,Trường THPT Bắc Lương Sơn,THPT Bắc Lương Sơn
35824,Trường THPT Huyen Bac Tra My-Tinh Quang Nam,Trường THPT Bắc Trà My,THPT Bắc Trà My
36577,Trường THPT Bạch Đằng - Thủy Nguyên - Hải Phòng,Trường THPT Bạch Đằng - Hải Phòng,THPT Bạch Đằng
35611,truong Trường THPTBC DONG XOAI,Trường THPT Bán Công Đồng Xoài,THPT Bán Công Đồng Xoài
35361,trung học phổ thông bán công lộc ninh,Trường THPT BÁN CÔNG LỘC NINH,THPT BÁN CÔNG LỘC NINH
35833,Truong Trường THPT So 1 Bao Thang,Trường THPT Số 1 Bảo Thắng,THPT Bảo Thắng 1
36318,truong trung hoc pho thong so 2 bao thang,Trường THPT số 2 Bảo Thắng,THPT Bảo Thắng 2
36168,Trường THPT So 3 Bao Thang Lao Cai,Trường THPT số 3 huyện Bảo Thắng,THPT Bảo Thắng 3
36123,Trường THPT Bến Tắm,Trường THPT Bến Tắm,THPT Bến Tắm
35396,Trường THPT Bình Chánh,Trường THPT Bình Chánh,THPT Bình Chánh
36748,Trường THPT Bình Dương - Phù Mỹ - Bình Định,Trường THPT Bình Dương,THPT Bình Dương
35735,TTrường THPT Binh Giang,Trường THPT Bình Giang,THPT Bình Giang
35450,Trường THPT Thị trấn Bình Liêu,Trường THPT Bình Liêu,THPT Bình Liêu
35516,Truong trung hoc pho thong binh mih,Trường THPT Bình Minh,THPT Bình Minh
36603,Trường THPT Binh My Chau Phu an giang,Trường THPT Bình Mỹ,THPT Bình Mỹ
36586,Trường THPT binh phux nhut,Trường THPT Bình Phục Nhứt,THPT Bình Phục Nhứt
35564,Trường THPT Bình tân,Trường THPT Bình Tân,THPT Bình Tân
35672,TRUNG Trường THPT BU DANG,Trường THPT Bù Đăng,THPT Bù Đăng
35922,Truog Trường THPT bu đang,Trường THPT Bù Đăng,THPT Bù Đăng
35756,TTrường THPT Bung Lao,Trường THPT Búng Lao,THPT Búng Lao
35983,TTrường THPT Bưng Riềng,Trường THPT Bưng Riềng,THPT Bưng Riềng
35931,thph buon don,Trường THPT Buôn Đôn,THPT Buôn Đôn
35690,truong trung hoc Buon ma thuoc,Trường THPT Buôn Ma Thuột,THPT Buôn Ma Thuột
35750,Trung học phổ thông Buôn Mê Thuột,Trường THPT Buôn Ma Thuột,THPT Buôn Ma Thuột
36253,trung hoc pho thong c kim bang,Trường THPT C Kim Bảng,THPT C Kim Bảng
35376,Nghĩa Hưng C,Trường THPT C Nghĩa Hưng,THPT C Nghĩa Hưng
35928,Trường THPT C nghia hung,Trường THPT C Nghĩa Hưng,THPT C Nghĩa Hưng
36769,pho thong nghia hung c,Trường THPT C Nghĩa Hưng,THPT C Nghĩa Hưng
35619,Trường THPT C Thanh Ljem,Trường THPT C Thanh Liêm,THPT C Thanh Liêm
35904,Truong Trường THPT Cach Linh,Trường THPT Cách Linh,THPT Cách Linh
36515,Trường THPT cách ljnh,Trường THPT Cách Linh,THPT Cách Linh
35774,phổ thông cầm bá thước,Trường THPT Cầm Bá Thước,THPT Cầm Bá Thước
35523,Trường THPT camkhe,Trường THPT Cẩm Khê,THPT Cẩm Khê
36024,Truog Trường THPT cam khe,Trường THPT Cẩm Khê,THPT Cẩm Khê
35480,Trung hoc pho thong cam thuy 3,Trường THPT 3 Cẩm Thủy,THPT Cẩm Thủy 3
35871,Trung học phổ thông Cẩm Xuyên,Trường THPT Cẩm Xuyên,THPT Cẩm Xuyên
36063,Trường THPT Canh Tân,Trường THPT Canh Tân,THPT Canh Tân
35335,Trường THPT Cao Bá Quát Núi Thành Quảng Nam,Trường THPT Cao Bá Quát,THPT Cao Bá Quát
35594,TH Cao Ba Quat,Trường THPT Cao Bá Quát,THPT Cao Bá Quát
36469,Trường THPT Cao ba khoac,Trường THPT Cao Bá Quát,THPT Cao Bá Quát
36583,Trường Trung Học Phổ Thông Cao Bình,Trường THPT Cao Bình,THPT Cao Bình
36257,Trường THPTTH Cao Lãnh 2,Trường THPT Cao Lãnh 2,THPT Cao Lãnh 2
35579,"Trường THPT  Cao Thắng, Hương Sơn , Hà Tĩnh",Trường THPT CAO THẮNG,THPT CAO THẮNG
35702,Trường THPT catngan,Trường THPT Cát Ngạn,THPT Cát Ngạn
36650,Trường trung học phổ thông cây dương,Trường THPT Cây Dương,THPT Cây Dương
35404,TTrường THPT CHA CANG,Trường THPT Chà Cang,THPT Chà Cang
35220,Trường THPT ChauPhong,Trường THPT Châu Phong,THPT Châu Phong
35870,Trường THPT Châu Thành,Trường THPT Châu Thành,THPT Châu Thành
36494,Truong Trường THPT Châu Thành II,Trường THPT Châu Thành 2,THPT Châu Thành 2
36699,Trường THPTTH Mỹ Luông,Trường THPT Châu Văn Liêm,THPT Châu Văn Liêm
35640,"Trường THPT CHEGUEVARA Mo Cay Nam, Ben Tre",Trường THPT Chêguevara,THPT Chêguevara
35954,trung hoc pho thong cheguevara,Trường THPT Chêguevara,THPT Chêguevara
36649,thtp cheghevara,Trường THPT Chêguevara,THPT Chêguevara
36014,Trường THPT Chi Linh,Trường THPT Chí Linh,THPT Chí Linh
36354,Trường Trường THPT chiêm hoá,Trường THPT Chiêm Hóa,THPT Chiêm Hóa
36560,Truong Trường THPT Ckjem Hoa,Trường THPT Chiêm Hóa,THPT Chiêm Hóa
35423,TTrường THPT Chiem Thanh Tan,Trường THPT Chiêm Thành Tấn,THPT Chiêm Thành Tấn
35805,Đa tung hoc tai trương Trường THPT chiềng khương,Trường THPT Chiềng Khương,THPT Chiềng Khương
35581,Trường THPT Chợ Mới,Trường THPT Chợ Mới,THPT Chợ Mới
35393,"Trường THPT Chu van an,krongpa,gialai",Trường THPT Chu Văn An,THPT Chu Văn An
35452,Truong Trường THPT Chu Van An - Ha Noi,Trường THPT Chu Văn An ,THPT Chu Văn An
35631,Trường Trung học phổ thông chu van an da nang,Trường THPT Chu Văn An ,THPT Chu Văn An
36154,Trường THPTChu Van An .,Trường THPT Chu Văn An ,THPT Chu Văn An
36215,trung hoc pho thong chu van an,Trường THPT Chu Văn An ,THPT Chu Văn An
36345,Trường THPT Chu Văn An - Phú Tân - An Giang,Trường THPT Chu Văn An,THPT Chu Văn An
36547,"Trường THPT Chu Văn An, quãng ngãi",Trường THPT Chu Văn An,THPT Chu Văn An
36633,Trường THPT Chu Van An tx.Hong Ngu,Trường THPT Chu Văn An,THPT Chu Văn An
36471,Trường THPT Chương MỸ A,Trường THPT Chương Mỹ A,THPT Chương Mỹ A
35349,Trường THPT chương mỹ B,Trường THPT Chương Mỹ B,THPT Chương Mỹ B
36099,THPH chuyen Bac Ninh,Trường THPT Chuyên Bắc Ninh,THPT Chuyên Bắc Ninh
36419,Trường THPT Chuyên Biên Hòa,"Trường THPT chuyên Biên Hòa, Hà Nam",THPT chuyên Biên Hòa
35441,Khối phổ thông chuyên Toán-Tin DHSP Hà Nội,Trường THPT Chuyên Đại học Sư phạm Hà Nội,THPT Chuyên ĐH Sư phạm Hà Nội
35794,Chuyên ngữ sư phạm,Trường THPT Chuyên Đại học Sư phạm Hà Nội,THPT Chuyên ĐH Sư phạm Hà Nội
35811,"PTTH Chuyen Hạ Long, Quảng Ninh",Trường THPT Chuyên Hạ Long,THPT Chuyên Hạ Long
35344,Truong PTTH Campa,Trường THPT chuyên Hà Nội - Amsterdam,THPT chuyên Hà Nội - Amsterdam
36327,Trường THPT Ansetdam,Trường THPT chuyên Hà Nội - Amsterdam,THPT chuyên Hà Nội - Amsterdam
36614,truong anxecdam,Trường THPT chuyên Hà Nội - Amsterdam,THPT chuyên Hà Nội - Amsterdam
36655,Trường trung học phổ thông amsterdam,Trường THPT chuyên Hà Nội - Amsterdam,THPT chuyên Hà Nội - Amsterdam
36362,Trường THPT chuyen vuong pleiku gia lai,Trường THPT chuyên Hùng Vương Gia Lai,THPT chuyên Hùng Vương Gia Lai
35319,TPTH LAM SON,Trường THPT Chuyên Lam Sơn,THPT Chuyên Lam Sơn
36157,tTrường THPT chuyen le hong phong nam dinh,Trường THPT chuyên Lê Hồng Phong,THPT chuyên Lê Hồng Phong
35292,Trường THPT Chuyên Lê Quý Đôn Khanh Hoa,Trường THPT Chuyên Lê Quý Đôn,THPT Chuyên Lê Quý Đôn
35350,Trường THPT Chuyên Lê Quý Đôn Lai Châu,Trường THPT chuyên Lê Quý Đôn,THPT chuyên Lê Quý Đôn
35446,"Trường chuyên Lê Quý Đôn, Quy Nhơn, Bình Định",Trường THPT chuyên Lê Quý Đôn Bình Định,THPT chuyên Lê Quý Đôn Bình Định
36713,chuyên Lương Văn Tụy,Trường THPT chuyên Lương Văn Tụy,THPT chuyên Lương Văn Tụy
35826,"Trường THPT Chuyên Nguyễn Bỉnh Khiêm, Quảng Nam",Trường THPT Chuyên Nguyễn Bỉnh Khiêm,THPT Chuyên Nguyễn Bỉnh Khiêm
36357,Trường THPT chuyên Nguyễn Chí Thanh,Trường THPT chuyên Nguyễn Chí Thanh,THPT chuyên Nguyễn Chí Thanh
36110,Truong Trường THPT Chuyên Nguyên Dình chiêu,Trường THPT Chuyên Nguyễn Đình Chiểu,THPT Chuyên Nguyễn Đình Chiểu
36132,"Da tung hoc truong chuyen Nguyen Hue, TX Ha Dong",Trường THPT Chuyên Nguyễn Huệ,THPT Chuyên Nguyễn Huệ
36341,Trường THPT Chuyên Trà Vinh,Trường THPT Chuyên Nguyễn Thiện Thành,THPT Chuyên Nguyễn Thiện Thành
36134,Trường Quốc Học Hếu,Trường THPT chuyên Quốc Học Huế,THPT chuyên Quốc Học Huế
36721,Truong PTTHChuyen TG,Trường THPT chuyên Tiền Giang,THPT chuyên Tiền Giang
36707,Chuyên Vĩnh Phúc,Trường THPT Chuyên Vĩnh Phúc,THPT Chuyên Vĩnh Phúc
36200,Trường Cấp 3 Cờ Đỏ,Trường THPT Cờ Đỏ - Nghĩa đàn - Nghệ An,THPT Cờ Đỏ
36240,Tthpho thong co do,Trường THPT Cờ Đỏ - Nghĩa đàn - Nghệ An,THPT Cờ Đỏ
35428,PTTH Dai Cuong,Trường THPT Đại Cường,THPT Đại Cường
35717,Trường THPT dak glong,Trường THPT Đăk Glong,THPT Đăk Glong
36712,Trường THPT Dak Song - Đăk Nông,Trường THPT Đăk Song,THPT Đăk Song
35550,Trường THPT dam doi - Cà Mau,Trường THPT Đầm Dơi,THPT Đầm Dơi
36358,Trường THPT DAN LẬP 25/10,Trường THPT Dân Lập 25 - 10,THPT Dân Lập 25 - 10
35411,Trường THPT dân lập hiệp hoà,Trường THPT Dân lập Hiệp Hòa Số 2,THPT Dân lập Hiệp Hòa 2
35792,Truong trung hoc pho thong ngo cki hoa,Trường THPT Dân lập Ngô Trí Hòa,THPT Dân lập Ngô Trí Hòa
36720,Trường THPT Nguyễn Đình Chuiểu,Trường THPT Dân Lập Nguyễn Đình Chiểu,THPT Dân Lập Nguyễn Đình Chiểu
35933,Trường THPT dan lap Nguyen Trai,Trường THPT Dân Lập Nguyễn Trãi,THPT Dân Lập Nguyễn Trãi
35475,Trường THPT Nguyễn Trường Tộ - Vinh - Nghệ An,Trường THPT Dân Lập Nguyễn Trường Tộ,THPT Dân Lập Nguyễn Trường Tộ
35582,Trường THPT Dan Lap Thanh Liem,Trường THPT Dân Lập Thanh Liêm,THPT Dân Lập Thanh Liêm
35829,Trường THPT Trần Quang Khải Nam Địmh,Trường THPT Dân lập Trần Quang Khải,THPT Dân lập Trần Quang Khải
35946,Trường THPTDL Trân Quang Khai,Trường THPT dân Lập Trần Quang Khải,THPT dân Lập Trần Quang Khải
35994,Trường Trung học Phổ thông Từ Sơn,Trường THPT Dân Lập Từ Sơn,THPT Dân Lập Từ Sơn
36571,"Trường trung học phổ thông Đan Phượng, Hà...",Trường THPT Đan Phượng,THPT Đan Phượng
36101,Trường THPT dang thuc hua nghe an,Trường THPT Đặng Thúc Hứa,THPT Đặng Thúc Hứa
35827,"Trường THPT Đào Duy Từ, Thanh hóa",Trường THPT Đào Duy Từ,THPT Đào Duy Từ
36041,Dien Chau4,Trường THPT Diễn Châu 4,THPT Diễn Châu 4
36716,Djen ckau 5,Trường THPT Diễn Châu 5,THPT Diễn Châu 5
36772,Trường thật dinh chuong Dương hau loc,Trường THPT Đinh Chương Dương,THPT Đinh Chương Dương
36019,Trường THPTTH Đình Lập - Lạng Sơn,Trường THPT Đình Lập,THPT Đình Lập
36551,Trường Trung Học Phổ Thông Đô Lương 4,Trường THPT Đô Lương 4,THPT Đô Lương 4
35341,"Trường THPT  Đoàn Kết, Tân Phú, Đồng Nai",Trường THPT Đoàn Kết,THPT Đoàn Kết
35781,Trường THPTTH ĐOÀN KẾT,Trường THPT Đoàn Kết - Hai Bà Trưng,THPT Đoàn Kết
36040,Trường THPT DOAN KET,Trường THPT Đoàn Kết - Hai Bà Trưng,THPT Đoàn Kết
36088,Trường THPT DOAN KET,Trường THPT Đoàn Kết - Hai Bà Trưng,THPT Đoàn Kết
36129,Trường THPT doanket,Trường THPT Đoàn Kết - Hai Bà Trưng,THPT Đoàn Kết
36443,Trường THPT Đoàn Thị Điểm - Thạnh Phú - Bến Tre,Trường THPT Đoàn Thị Điểm,THPT Đoàn Thị Điểm
35982,Trường THPT DonDuong,Trường THPT Đơn Dương,THPT Đơn Dương
36615,Trường THPT Đông Hà,Trường THPT Đông Hà,THPT Đông Hà
35474,Trường THPT Dog Loc,Trường THPT Đồng Lộc,THPT Đồng Lộc
