text,normed_text,normed_text_2
 HUPH,Đại Học Y tế Công cộng Hà Nội,Đại Học Y tế Công cộng Hà Nội
ĐH Bách khoa HN,Đại Học Bách khoa Hà Nội,Đại Học Bách khoa Hà Nội
 University of Science & Technology ,Đại Học Bách khoa Hà Nội,Đại Học Bách khoa Hà Nội
 HUST,Đại Học Bách khoa Hà Nội,Đại Học Bách khoa Hà Nội
ĐH Xây dựng,Đại Học Xây Dựng Hà Nội,Đại Học Xây Dựng Hà Nội
 National University of Civil Engineering ,Đại Học Xây Dựng Hà Nội,Đại Học Xây Dựng Hà Nội
 NUCE,Đại Học Xây Dựng Hà Nội,Đại Học Xây Dựng Hà Nội
ĐH Công nghệ,Đại Học Công nghệ,Đại Học Công nghệ
 University of Engineering and Technology ,Đại Học Công nghệ,Đại Học Công nghệ
 UET,Đại Học Công nghệ,Đại Học Công nghệ
ĐH Kiến trúc Hà Nội,Đại Học Kiến trúc Hà Nội,Đại Học Kiến trúc Hà Nội
 Hanoi Architectural University ,Đại Học Kiến trúc Hà Nội,Đại Học Kiến trúc Hà Nội
 HAU,Đại Học Kiến trúc Hà Nội,Đại Học Kiến trúc Hà Nội
ĐH Hàng hải,Đại Học Hàng hải,Đại Học Hàng hải
 Vietnam Maritime University ,Đại Học Hàng hải,Đại Học Hàng hải
 VIMARU/VMU,Đại Học Hàng hải,Đại Học Hàng hải
ĐH Mở HN,Đại Học Mở Hà Nội,Đại Học Mở Hà Nội
 Hanoi Open University ,Đại Học Mở Hà Nội,Đại Học Mở Hà Nội
 HOU,Đại Học Mở Hà Nội,Đại Học Mở Hà Nội
ĐH Mỏ Địa Chất,Đại Học Mỏ Địa Chất,Đại Học Mỏ Địa Chất
 Hanoi University of Mining & Geology ,Đại Học Mỏ Địa Chất,Đại Học Mỏ Địa Chất
 HUMG,Đại Học Mỏ Địa Chất,Đại Học Mỏ Địa Chất
HV Âm nhạc Quốc gia VN,Học Viện Âm nhạc Quốc gia Việt Nam,Học Viện Âm nhạc Quốc gia Việt Nam
 Vietnam National Academy of Music ,Học Viện Âm nhạc Quốc gia Việt Nam,Học Viện Âm nhạc Quốc gia Việt Nam
 VNAM,Học Viện Âm nhạc Quốc gia Việt Nam,Học Viện Âm nhạc Quốc gia Việt Nam
ĐH Nông Lâm,Đại Học Nông Lâm,Đại Học Nông Lâm
 University of Agriculture & Forestry ,Đại Học Nông Lâm,Đại Học Nông Lâm
 UAF,Đại Học Nông Lâm,Đại Học Nông Lâm
HV Nông Nghiệp Việt Nam,Học Viện Nông Nghiệp Việt Nam,Học Viện Nông Nghiệp Việt Nam
 Vietnam National University of Agriculture ,Học Viện Nông Nghiệp Việt Nam,Học Viện Nông Nghiệp Việt Nam
 VNUA,Học Viện Nông Nghiệp Việt Nam,Học Viện Nông Nghiệp Việt Nam
ĐH Tài nguyên và Môi Trường ,Đại Học Tài nguyên và Môi Trường,Đại Học Tài nguyên và Môi Trường
 University of Natural Resources and Environment ,Đại Học Tài nguyên và Môi Trường,Đại Học Tài nguyên và Môi Trường
 UNRE,Đại Học Tài nguyên và Môi Trường,Đại Học Tài nguyên và Môi Trường
ĐH Lâm nghiệp,Đại Học Lâm nghiệp,Đại Học Lâm nghiệp
 Vietnam National Forestry University ,Đại Học Lâm nghiệp,Đại Học Lâm nghiệp
 VNUF,Đại Học Lâm nghiệp,Đại Học Lâm nghiệp
ĐH Công nghiệp HN,Đại Học Công nghiệp Hà Nội,Đại Học Công nghiệp Hà Nội
 Hanoi University of Industry ,Đại Học Công nghiệp Hà Nội,Đại Học Công nghiệp Hà Nội
 HAUI,Đại Học Công nghiệp Hà Nội,Đại Học Công nghiệp Hà Nội
ĐH Luật HN,Đại Học Luật Hà Nội,Đại Học Luật Hà Nội
 Hanoi Law University ,Đại Học Luật Hà Nội,Đại Học Luật Hà Nội
 HLU,Đại Học Luật Hà Nội,Đại Học Luật Hà Nội
ĐH Kinh doanh & Công nghệ HN,Đại Học Kinh doanh và Công nghệ Hà Nội,Đại Học Kinh doanh và Công nghệ Hà Nội
 Hanoi University of Business and Technology ,Đại Học Kinh doanh và Công nghệ Hà Nội,Đại Học Kinh doanh và Công nghệ Hà Nội
 HUBT,Đại Học Kinh doanh và Công nghệ Hà Nội,Đại Học Kinh doanh và Công nghệ Hà Nội
ĐH Giao thông vận tải HN,Đại Học Giao thông vận tải Hà Nội,Đại Học Giao thông vận tải Hà Nội
 Hanoi University of Transport & Communications ,Đại Học Giao thông vận tải Hà Nội,Đại Học Giao thông vận tải Hà Nội
 UTC,Đại Học Giao thông vận tải Hà Nội,Đại Học Giao thông vận tải Hà Nội
HV Bưu Chính Viễn Thông,Học Viện Công Nghệ Bưu Chính Viễn Thông,Học Viện Công Nghệ Bưu Chính Viễn Thông
 Posts and Telecommunications Institute of Technology ,Học Viện Công Nghệ Bưu Chính Viễn Thông,Học Viện Công Nghệ Bưu Chính Viễn Thông
 PTIT,Học Viện Công Nghệ Bưu Chính Viễn Thông,Học Viện Công Nghệ Bưu Chính Viễn Thông
ĐH Văn hóa HN,Đại Học Văn hóa Hà Nội,Đại Học Văn hóa Hà Nội
 Hanoi University of Culture ,Đại Học Văn hóa Hà Nội,Đại Học Văn hóa Hà Nội
 HUC,Đại Học Văn hóa Hà Nội,Đại Học Văn hóa Hà Nội
ĐH Nội vụ,Đại Học Nội vụ,Đại Học Nội vụ
 University of Home Affairs ,Đại Học Nội vụ,Đại Học Nội vụ
 HUHA,Đại Học Nội vụ,Đại Học Nội vụ
ĐH Giáo dục,Đại Học Giáo dục,Đại Học Giáo dục
 University of Education ,Đại Học Giáo dục,Đại Học Giáo dục
 VNU -UED,Đại Học Giáo dục,Đại Học Giáo dục
ĐH Việt – Nhật,Đại Học Việt – Nhật,Đại Học Việt – Nhật
 Vietnam Japan University ,Đại Học Việt – Nhật,Đại Học Việt – Nhật
 VJU,Đại Học Việt – Nhật,Đại Học Việt – Nhật
HV Báo chí & Tuyên truyền,Học Viện Báo chí và Tuyên truyền,Học Viện Báo chí và Tuyên truyền
 Academy of Journalism and Communication ,Học Viện Báo chí và Tuyên truyền,Học Viện Báo chí và Tuyên truyền
 AJC,Học Viện Báo chí và Tuyên truyền,Học Viện Báo chí và Tuyên truyền
HV Ngoại giao,Học Viện Ngoại giao,Học Viện Ngoại giao
 Diplomatic Academy of Vietnam ,Học Viện Ngoại giao,Học Viện Ngoại giao
 DAV,Học Viện Ngoại giao,Học Viện Ngoại giao
HV Ngân hàng,Học Viện Ngân hàng,Học Viện Ngân hàng
 Banking Academy ,Học Viện Ngân hàng,Học Viện Ngân hàng
 BA,Học Viện Ngân hàng,Học Viện Ngân hàng
HV Tòa Án,Học Viện Tòa Án,Học Viện Tòa Án
 Vietnam Court Academy ,Học Viện Tòa Án,Học Viện Tòa Án
 VCA,Học Viện Tòa Án,Học Viện Tòa Án
HV Tài chính,Học Viện Tài chính,Học Viện Tài chính
 Academy of Finance ,Học Viện Tài chính,Học Viện Tài chính
 AOF,Học Viện Tài chính,Học Viện Tài chính
ĐH Tài chính – Ngân hàng,Đại Học Tài chính – Ngân hàng,Đại Học Tài chính – Ngân hàng
 Financial & Banking University ,Đại Học Tài chính – Ngân hàng,Đại Học Tài chính – Ngân hàng
 FBU,Đại Học Tài chính – Ngân hàng,Đại Học Tài chính – Ngân hàng
ĐH Thăng Long,Đại Học Thăng Long,Đại Học Thăng Long
 Thang Long University ,Đại Học Thăng Long,Đại Học Thăng Long
 TLU,Đại Học Thăng Long,Đại Học Thăng Long
ĐH Phương Đông,Đại Học Phương Đông,Đại Học Phương Đông
 Phuong Dong University ,Đại Học Phương Đông,Đại Học Phương Đông
 PDU,Đại Học Phương Đông,Đại Học Phương Đông
ĐH FPT,Đại Học FPT,Đại Học FPT
 FPT University ,Đại Học FPT,Đại Học FPT
 FPT,Đại Học FPT,Đại Học FPT
ĐH Đại Nam,Đại Học Đại Nam,Đại Học Đại Nam
 Dai Nam University ,Đại Học Đại Nam,Đại Học Đại Nam
 DNU,Đại Học Đại Nam,Đại Học Đại Nam
HV Công nghệ Hoàng gia Melbourne,Học Viện Công nghệ Hoàng gia Melbourne,Học Viện Công nghệ Hoàng gia Melbourne
 The Royal Melbourne Institute of Technology ,Học Viện Công nghệ Hoàng gia Melbourne,Học Viện Công nghệ Hoàng gia Melbourne
 RMIT,Học Viện Công nghệ Hoàng gia Melbourne,Học Viện Công nghệ Hoàng gia Melbourne
ĐH Xây dựng,Đại Học Xây dựng,Đại Học Xây dựng
 National University of Civil Engineering ,Đại Học Xây dựng,Đại Học Xây dựng
 NUCE,Đại Học Xây dựng,Đại Học Xây dựng
ĐH Sân khấu – Điện Ảnh HN,Đại Học Sân khấu – Điện Ảnh Hà Nội,Đại Học Sân khấu – Điện Ảnh Hà Nội
 Hanoi Academy of Theatre and Cinema ,Đại Học Sân khấu – Điện Ảnh Hà Nội,Đại Học Sân khấu – Điện Ảnh Hà Nội
 SKDA,Đại Học Sân khấu – Điện Ảnh Hà Nội,Đại Học Sân khấu – Điện Ảnh Hà Nội
ĐH Lao động – Xã hội,Đại Học Lao động – Xã hội,Đại Học Lao động – Xã hội
 University of Laboratory & Social Affairs ,Đại Học Lao động – Xã hội,Đại Học Lao động – Xã hội
 ULSA,Đại Học Lao động – Xã hội,Đại Học Lao động – Xã hội
ĐH Công đoàn,Đại Học Công đoàn,Đại Học Công đoàn
 Vietnam Trade Union University,Đại Học Công đoàn,Đại Học Công đoàn
 Vietnam Trade Union University,Đại Học Công đoàn,Đại Học Công đoàn
ĐH Dược HN,Đại Học Dược Hà Nội,Đại Học Dược Hà Nội
 Hanoi University of Pharmacy ,Đại Học Dược Hà Nội,Đại Học Dược Hà Nội
 HUP,Đại Học Dược Hà Nội,Đại Học Dược Hà Nội
HV Khoa học quân sự,Học Viện Khoa học quân sự,Học Viện Khoa học quân sự
 Military Science Academy ,Học Viện Khoa học quân sự,Học Viện Khoa học quân sự
 MSA,Học Viện Khoa học quân sự,Học Viện Khoa học quân sự
HV Kỹ thuật mật mã,Học Viện Kỹ thuật mật mã,Học Viện Kỹ thuật mật mã
 Academy of Cryptography Techniques ,Học Viện Kỹ thuật mật mã,Học Viện Kỹ thuật mật mã
 ACT,Học Viện Kỹ thuật mật mã,Học Viện Kỹ thuật mật mã
HV Thiết kế & Thời trang London,Học Viện Thiết kế và Thời trang London,Học Viện Thiết kế và Thời trang London
 London College of Design & Fashion ,Học Viện Thiết kế và Thời trang London,Học Viện Thiết kế và Thời trang London
 LCDF,Học Viện Thiết kế và Thời trang London,Học Viện Thiết kế và Thời trang London
ĐH Mỹ thuật công nghiệp,Đại Học Mỹ thuật công nghiệp,Đại Học Mỹ thuật công nghiệp
 University of Industrial Fine Art ,Đại Học Mỹ thuật công nghiệp,Đại Học Mỹ thuật công nghiệp
 UIFA,Đại Học Mỹ thuật công nghiệp,Đại Học Mỹ thuật công nghiệp
ĐH Phòng cháy chữa cháy,Đại Học Phòng cháy chữa cháy,Đại Học Phòng cháy chữa cháy
 University of Fire Fighting and Prevention ,Đại Học Phòng cháy chữa cháy,Đại Học Phòng cháy chữa cháy
 UFFP,Đại Học Phòng cháy chữa cháy,Đại Học Phòng cháy chữa cháy
ĐH Kiểm sát,Đại Học Kiểm sát,Đại Học Kiểm sát
 Hanoi Procuratorate University ,Đại Học Kiểm sát,Đại Học Kiểm sát
 HPU,Đại Học Kiểm sát,Đại Học Kiểm sát
HV Hậu cần,Học Viện Hậu cần,Học Viện Hậu cần
 Military Academy of Logistics ,Học Viện Hậu cần,Học Viện Hậu cần
 MAL,Học Viện Hậu cần,Học Viện Hậu cần
HV An ninh nhân dân,Học Viện An ninh nhân dân,Học Viện An ninh nhân dân
 People’s Security Academy ,Học Viện An ninh nhân dân,Học Viện An ninh nhân dân
 PSA/ T47,Học Viện An ninh nhân dân,Học Viện An ninh nhân dân
HV Thanh thiếu niên VN,Học Viện Thanh thiếu niên Việt Nam,Học Viện Thanh thiếu niên Việt Nam
 Vietnam Youth Academy ,Học Viện Thanh thiếu niên Việt Nam,Học Viện Thanh thiếu niên Việt Nam
 VYA,Học Viện Thanh thiếu niên Việt Nam,Học Viện Thanh thiếu niên Việt Nam
ĐH Kinh tế HCM,Đại Học Kinh tế HCM,Đại Học Kinh tế HCM
 HCM University of Economics ,Đại Học Kinh tế HCM,Đại Học Kinh tế HCM
 UEH,Đại Học Kinh tế HCM,Đại Học Kinh tế HCM
ĐH Kinh tế – Tài chính,Đại Học Kinh tế – Tài chính,Đại Học Kinh tế – Tài chính
 University of Economics & Finance ,Đại Học Kinh tế – Tài chính,Đại Học Kinh tế – Tài chính
 UEF,Đại Học Kinh tế – Tài chính,Đại Học Kinh tế – Tài chính
ĐH Kinh tế – Luật,Đại Học Kinh tế – Luật,Đại Học Kinh tế – Luật
 University of Economics & Laws ,Đại Học Kinh tế – Luật,Đại Học Kinh tế – Luật
 UEL,Đại Học Kinh tế – Luật,Đại Học Kinh tế – Luật
ĐH Y Dược TPHCM,Đại Học Y Dược TP.HCM,Đại Học Y Dược TP.HCM
 University of Medicine & Pharmacy ,Đại Học Y Dược TP.HCM,Đại Học Y Dược TP.HCM
 UMP,Đại Học Y Dược TP.HCM,Đại Học Y Dược TP.HCM
ĐH Bách khoa TPHCM,Đại Học Bách Khoa TP.HCM,Đại Học Bách Khoa TP.HCM
 Bach Khoa University ,Đại Học Bách Khoa TP.HCM,Đại Học Bách Khoa TP.HCM
 BKU,Đại Học Bách Khoa TP.HCM,Đại Học Bách Khoa TP.HCM
ĐH Công nghiệp TPHCM,Đại Học Công nghiệp TP.HCM,Đại Học Công nghiệp TP.HCM
 Industrial University Of HCMC ,Đại Học Công nghiệp TP.HCM,Đại Học Công nghiệp TP.HCM
 IUH,Đại Học Công nghiệp TP.HCM,Đại Học Công nghiệp TP.HCM
ĐH Công nghệ TPHCM,Đại Học Công nghệ TP.HCM,Đại Học Công nghệ TP.HCM
 Ho Chi Minh City University of Technology ,Đại Học Công nghệ TP.HCM,Đại Học Công nghệ TP.HCM
 HUTECH,Đại Học Công nghệ TP.HCM,Đại Học Công nghệ TP.HCM
ĐH Công nghệ Thông tin TPHCM,Đại Học Công nghệ Thông tin TP.HCM,Đại Học Công nghệ Thông tin TP.HCM
 University of Information Technology ,Đại Học Công nghệ Thông tin TP.HCM,Đại Học Công nghệ Thông tin TP.HCM
 UIT,Đại Học Công nghệ Thông tin TP.HCM,Đại Học Công nghệ Thông tin TP.HCM
ĐH Ngoại ngữ – Tin học TPHCM,Đại Học Ngoại ngữ – Tin học TP.HCM,Đại Học Ngoại ngữ – Tin học TP.HCM
 HCMC University of Foreign Languages ,Đại Học Ngoại ngữ – Tin học TP.HCM,Đại Học Ngoại ngữ – Tin học TP.HCM
 HUFLIT,Đại Học Ngoại ngữ – Tin học TP.HCM,Đại Học Ngoại ngữ – Tin học TP.HCM
ĐH Sư Phạm Kỹ Thuật TPHCM ,Đại Học Sư Phạm Kỹ Thuật TP.HCM,Đại Học Sư Phạm Kỹ Thuật TP.HCM
 University of Technology and Education ,Đại Học Sư Phạm Kỹ Thuật TP.HCM,Đại Học Sư Phạm Kỹ Thuật TP.HCM
 HCMC - HCMUTE,Đại Học Sư Phạm Kỹ Thuật TP.HCM,Đại Học Sư Phạm Kỹ Thuật TP.HCM
HV chính trị quốc gia,Học Viện chính trị quốc gia,Học Viện chính trị quốc gia
 HCM National Academy of Politics ,Học Viện chính trị quốc gia,Học Viện chính trị quốc gia
 HCMA,Học Viện chính trị quốc gia,Học Viện chính trị quốc gia
ĐH Kiến trúc HCM,Đại Học Kiến trúc TP.HCM,Đại Học Kiến trúc TP.HCM
 University of Architecture ,Đại Học Kiến trúc TP.HCM,Đại Học Kiến trúc TP.HCM
 UAH,Đại Học Kiến trúc TP.HCM,Đại Học Kiến trúc TP.HCM
ĐH Hoa Sen,Đại Học Hoa Sen,Đại Học Hoa Sen
 Hoa Sen University ,Đại Học Hoa Sen,Đại Học Hoa Sen
 HSU,Đại Học Hoa Sen,Đại Học Hoa Sen
ĐH Văn Lang,Đại Học Văn Lang,Đại Học Văn Lang
 Van Lang University ,Đại Học Văn Lang,Đại Học Văn Lang
 VLU,Đại Học Văn Lang,Đại Học Văn Lang
ĐH Tôn Đức Thắng,Đại Học Tôn Đức Thắng,Đại Học Tôn Đức Thắng
 Ton Duc Thang University ,Đại Học Tôn Đức Thắng,Đại Học Tôn Đức Thắng
 TDTU,Đại Học Tôn Đức Thắng,Đại Học Tôn Đức Thắng
ĐH Sư phạm Thể dục Thể thao TPHCM,Đại Học Sư phạm Thể dục Thể thao TP.HCM,Đại Học Sư phạm Thể dục Thể thao TP.HCM
 University of Physical Education and Sports ,Đại Học Sư phạm Thể dục Thể thao TP.HCM,Đại Học Sư phạm Thể dục Thể thao TP.HCM
 UPES,Đại Học Sư phạm Thể dục Thể thao TP.HCM,Đại Học Sư phạm Thể dục Thể thao TP.HCM
ĐH Kinh tế – Kỹ thuật Công nghiệp,Đại Học Kinh tế – Kỹ thuật Công nghiệp,Đại Học Kinh tế – Kỹ thuật Công nghiệp
 University of Economics ,Đại Học Kinh tế – Kỹ thuật Công nghiệp,Đại Học Kinh tế – Kỹ thuật Công nghiệp
 UNETI,Đại Học Kinh tế – Kỹ thuật Công nghiệp,Đại Học Kinh tế – Kỹ thuật Công nghiệp
ĐH Thành Đô,Đại Học Thành Đô,Đại Học Thành Đô
 Thanh Do University ,Đại Học Thành Đô,Đại Học Thành Đô
 TDU,Đại Học Thành Đô,Đại Học Thành Đô
ĐH Giao thông Vận tải TPHCM,Đại Học Giao thông Vận tải TP.HCM,Đại Học Giao thông Vận tải TP.HCM
 University of Transport ,Đại Học Giao thông Vận tải TP.HCM,Đại Học Giao thông Vận tải TP.HCM
 UT,Đại Học Giao thông Vận tải TP.HCM,Đại Học Giao thông Vận tải TP.HCM
Nhạc viện TPHCM,Nhạc viện TP.HCM,hạc viện TP.HCM
 HCMC Conservatory of Music ,Nhạc viện TP.HCM,hạc viện TP.HCM
 HCMCONS,Nhạc viện TP.HCM,hạc viện TP.HCM
HV Hàng không,Học Viện Hàng không,Học Viện Hàng không
 Vietnam Aviation Academy ,Học Viện Hàng không,Học Viện Hàng không
 VAA,Học Viện Hàng không,Học Viện Hàng không
ĐH Tài nguyên – Môi Trường,Đại Học Tài nguyên – Môi Trường,Đại Học Tài nguyên – Môi Trường
 HCM University of Resources & Environment ,Đại Học Tài nguyên – Môi Trường,Đại Học Tài nguyên – Môi Trường
 NRE,Đại Học Tài nguyên – Môi Trường,Đại Học Tài nguyên – Môi Trường
ĐH Công nghiệp Thực phẩm,Đại Học Công nghiệp Thực phẩm,Đại Học Công nghiệp Thực phẩm
 HCM University of Food Industry ,Đại Học Công nghiệp Thực phẩm,Đại Học Công nghiệp Thực phẩm
 HUFI,Đại Học Công nghiệp Thực phẩm,Đại Học Công nghiệp Thực phẩm
Học viện Hành chính Quốc gia ,Học viện Hành chính Quốc gia,Học viện Hành chính Quốc gia
 National Academy of Public Administration ,Học viện Hành chính Quốc gia,Học viện Hành chính Quốc gia
 NAPA,Học viện Hành chính Quốc gia,Học viện Hành chính Quốc gia
AUVN,Đại học Mỹ tại Việt Nam,Đại học Mỹ tại Việt Nam
BMTU,Đại học Buôn Ma Thuột,Đại học Buôn Ma Thuột
PTIT,Học Viện Công Nghệ Bưu Chính Viễn Thông,Học Viện Công Nghệ Bưu Chính Viễn Thông
BVU,Đại Học Bà Rịa – Vũng Tàu,Đại Học Bà Rịa – Vũng Tàu
HITGU,Đại Học Công Nghiệp Dệt May Hà Nội,Đại Học Công Nghiệp Dệt May Hà Nội
NACE,Đại học Kinh Tế Nghệ An,Đại học Kinh Tế Nghệ An
CTTC,Cao Đẳng Kỹ Thuật Cao Thắng,Cao Đẳng Kỹ Thuật Cao Thắng
UEA,Đại Học Đông Á,Đại Học Đông Á
BAFU,Đại học Nông Lâm Bắc Giang,Đại học Nông Lâm Bắc Giang
BLU,Đại Học Bạc Liêu,Đại Học Bạc Liêu
DNTU,Đại Học Công Nghệ Đồng Nai,Đại Học Công Nghệ Đồng Nai
GDU,Đại Học Gia Định,Đại Học Gia Định
MKU,Đại Học Cửu Long,Đại Học Cửu Long
HAUI,Đại Học Công Nghiệp Hà Nội,Đại Học Công Nghiệp Hà Nội
HUFI,Đại học Công nghiệp Thực phẩm TP.HCM,Đại học Công nghiệp Thực phẩm TP.HCM
Đại học Công nghiệp Vinh,Đại học Công nghiệp Vinh,Đại học Công nghiệp Vinh
TDU,Đại Học Tây Đô,Đại Học Tây Đô
Đại Học Ngoại Ngữ – Đại Học Đà Nẵng,Đại Học Ngoại Ngữ – Đại Học Đà Nẵng,Đại Học Ngoại Ngữ – Đại Học Đà Nẵng
Đại Học Bách Khoa – Đại Học Đà Nẵng,Đại Học Bách Khoa – Đại Học Đà Nẵng,Đại Học Bách Khoa – Đại Học Đà Nẵng
EPU,Đại Học Điện Lực,Đại Học Điện Lực
QNUI,Đại Học Công Nghiệp Quảng Ninh,Đại Học Công Nghiệp Quảng Ninh
DNU,Đại Học Đồng Nai,Đại Học Đồng Nai
UD-CK,Phân Hiệu Đại Học Đà Nẵng tại Kon Tum,Phân Hiệu Đại Học Đà Nẵng tại Kon Tum
Đại Học Sư Phạm – Đại Học Đà Nẵng,Đại Học Sư Phạm – Đại Học Đà Nẵng,Đại Học Sư Phạm – Đại Học Đà Nẵng
SMP,Khoa Y Dược – Đại Học Đà Nẵng,Khoa Y Dược – Đại Học Đà Nẵng
TUEBA,Đại học Tài Chính – Quản Trị Kinh Doanh,Đại học Tài Chính – Quản Trị Kinh Doanh
Đại học Luật - Đại Học Huế,Đại học Luật - Đại Học Huế,Đại học Luật - Đại Học Huế
Khoa Giáo Dục Thể Chất – Đại Học Huế,Khoa Giáo Dục Thể Chất – Đại Học Huế,Khoa Giáo Dục Thể Chất – Đại Học Huế
HAT,Khoa Du Lịch – Đại Học Huế,Khoa Du Lịch – Đại Học Huế
Đại Học Ngoại Ngữ – Đại Học Huế,Đại Học Ngoại Ngữ – Đại Học Huế,Đại Học Ngoại Ngữ – Đại Học Huế
Đại Học Kinh Tế – Đại Học Huế,Đại Học Kinh Tế – Đại Học Huế,Đại Học Kinh Tế – Đại Học Huế
Đại Học Nông Lâm – Đại Học Huế,Đại Học Nông Lâm – Đại Học Huế,Đại Học Nông Lâm – Đại Học Huế
HUFA,Đại Học Nghệ Thuật – Đại Học Huế,Đại Học Nghệ Thuật – Đại Học Huế
HU-QTC,Phân Hiệu Đại Học Huế tại Quảng Trị,Phân Hiệu Đại Học Huế tại Quảng Trị
Đại Học Sư Phạm – Đại Học Huế,Đại Học Sư Phạm – Đại Học Huế,Đại Học Sư Phạm – Đại Học Huế
Đại Học Khoa Học – Đại Học Huế,Đại Học Khoa Học – Đại Học Huế,Đại Học Khoa Học – Đại Học Huế
HVU,Đại học Hùng Vương - TP.HCM,Đại học Hùng Vương - TP.HCM
Đại Học Y Dược – Đại Học Huế,Đại Học Y Dược – Đại Học Huế,Đại Học Y Dược – Đại Học Huế
BETU,Đại Học Kinh Tế Kỹ Thuật Bình Dương,Đại Học Kinh Tế Kỹ Thuật Bình Dương
HUTECH,Đại Học Công nghệ TP.HCM,Đại Học Công nghệ TP.HCM
HUP,Đại Học Dược Hà Nội,Đại Học Dược Hà Nội
UNETI,Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,Đại Học Kinh Tế Kỹ Thuật Công Nghiệp
UFA,Đại học Tài Chính Kế Toán,Đại học Tài Chính Kế Toán
HMTU,Đại Học Kỹ Thuật Y Tế Hải Dương,Đại Học Kỹ Thuật Y Tế Hải Dương
LAUEI,Đại Học Kinh Tế Công Nghiệp Long An,Đại Học Kinh Tế Công Nghiệp Long An
LHU,Đại Học Lạc Hồng,Đại Học Lạc Hồng
Đại Học Lao Động – Xã Hội ( Cơ sở phía Nam),Đại Học Lao Động – Xã Hội ,Đại Học Lao Động – Xã Hội
ULSA,Đại Học Lao Động – Xã Hội ,Đại Học Lao Động – Xã Hội
Đại Học Lao Động – Xã Hội ( Cơ sở Hà Nội ),Đại Học Lao Động – Xã Hội ,Đại Học Lao Động – Xã Hội
MUT,Đại học Công nghệ Miền Đông,Đại học Công nghệ Miền Đông
UFM,Đại Học Tài Chính Marketing,Đại Học Tài Chính Marketing
HUNRE,Đại học Tài Nguyên và Môi Trường Hà Nội,Đại học Tài Nguyên và Môi Trường Hà Nội
NCTU,Đại học Nam Cần Thơ,Đại học Nam Cần Thơ
Đại Học Ngoại Ngữ – Tin Học TPHCM,Đại Học Ngoại Ngữ – Tin Học TP.HCM,Đại Học Ngoại Ngữ – Tin Học TP.HCM
HUHA,Đại Học Nội Vụ,Đại Học Nội Vụ
PDU,Đại Học Phạm Văn Đồng,Đại Học Phạm Văn Đồng
UPT,Đại Học Phan Thiết,Đại Học Phan Thiết
PXU,Đại Học Dân Lập Phú Xuân,Đại Học Dân Lập Phú Xuân
PYU,Đại Học Phú Yên,Đại Học Phú Yên
QBU,Đại Học Quảng Bình,Đại Học Quảng Bình
HUBT,Đại Học Kinh Doanh và Công Nghệ Hà Nội,Đại Học Kinh Doanh và Công Nghệ Hà Nội
QNU,Đại Học Quy Nhơn,Đại Học Quy Nhơn
QNAMUNI,Đại Học Quảng Nam,Đại Học Quảng Nam
"Đại Học Sân Khấu, Điện Ảnh TPHCM","Đại Học Sân Khấu, Điện Ảnh TP.HCM","Đại Học Sân Khấu, Điện Ảnh TP.HCM"
STU,Đại Học Công Nghệ Sài Gòn,Đại Học Công Nghệ Sài Gòn
WUH,Đại Học Thành Tây,Đại Học Thành Tây
Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
Đại Học Kinh Tế & Quản Trị Kinh Doanh – Đại Học Thái Nguyên,Đại Học Kinh Tế và Quản Trị Kinh Doanh – Đại Học Thái Nguyên,Đại Học Kinh Tế và Quản Trị Kinh Doanh – Đại Học Thái Nguyên
SFL-TNU,Khoa Ngoại Ngữ – Đại Học Thái Nguyên,Khoa Ngoại Ngữ – Đại Học Thái Nguyên
HSU,Đại Học Hoa Sen,Đại Học Hoa Sen
TLU,Đại Học Thủy Lợi ,Đại Học Thủy Lợi
ĐH Tài Nguyên môi Trường TPHCM,ĐH Tài Nguyên môi Trường TP.HCM,ĐH Tài Nguyên môi Trường TP.HCM
Đại Học Nông Lâm – Đại Học Thái Nguyên,Đại Học Nông Lâm – Đại Học Thái Nguyên,Đại Học Nông Lâm – Đại Học Thái Nguyên
Phân Hiệu Đại Học Thái Nguyên Tại Lào Cai,Phân Hiệu Đại Học Thái Nguyên Tại Lào Cai,Phân Hiệu Đại Học Thái Nguyên Tại Lào Cai
Khoa Quốc Tế - Đại Học Thái Nguyên,Khoa Quốc Tế - Đại Học Thái Nguyên,Khoa Quốc Tế - Đại Học Thái Nguyên
Đại Học Sư Phạm – Đại Học Thái Nguyên,Đại Học Sư Phạm – Đại Học Thái Nguyên,Đại Học Sư Phạm – Đại Học Thái Nguyên
TDTU,Đại Học Tôn Đức Thắng,Đại Học Tôn Đức Thắng
Đại Học Y Dược – Đại Học Thái Nguyên,Đại Học Y Dược – Đại Học Thái Nguyên,Đại Học Y Dược – Đại Học Thái Nguyên
Đại Học Khoa Học – Đại Học Thái Nguyên,Đại Học Khoa Học – Đại Học Thái Nguyên,Đại Học Khoa Học – Đại Học Thái Nguyên
