,index,text,normed_text
4947,114, Financial & Banking University ,Đại Học Tài chính – Ngân hàng
4948,6512,truong Trường THPT muong cha,Trường THPT Mường Chà
4949,2290,Trường THPT pham phu thu,Trường THPT Phạm Phú Thứ
4950,5756,pt quoc te gis,PT Quốc tế GIS
4951,2240,Trường THPT toan thang,Trường THPT Toàn Thắng
4952,1697,Trường THPT dl phung khac khoan truoc 7 2017,Trường THPT DL Phùng Khắc Khoan
4953,5167,Trường THPT chuyen binh long,Trường THPT chuyên Bình Long
4954,2619,Trường THPT hoa binh,Trường THPT Hòa Bình
4955,8317,Cao dang su pham cao bang,Trường Cao Đẳng Sư phạm Cao Bằng
4956,4408,TT GDTX huong thuy,TT GDTX Hương Thủy
4957,5794,tt gdnn gdtx tinh bien,TT GDNN-GDTX Tịnh Biên
4958,12649,Trường phổ thông trung học hải lăng,Trường THPT Hải Lăng
4959,8555,HCM Transport,Trường Đại học Giao thông Vận tải TP.HCM
4960,9857,Truong CD cong nghiep det may thoi Trang ha noi,Trường Đại Học Công Nghiệp Dệt May Hà Nội
4961,11516,Đại học Thái Nguyên,Đại Học Thái Nguyên
4962,194,ĐH Công nghệ Thông tin TPHCM,Đại Học Công nghệ Thông tin TP.HCM
4963,8789,Pho Thong C Nghia hung,Trường THPT C Nghĩa Hưng
4964,4270,tt gd dn le thuy,TT GD-DN Lệ Thuỷ
4965,4121,trung tam bdnvsp va gdtx tinh ha tinh,TT BDNVSP và GDTX tỉnh Hà Tĩnh
4966,11257,Đại học Sư phạm Nhạc Họa Trung ương,Trường Đại Học Sư Phạm Nghệ Thuật Trung Ương
4967,10186,noitru camau,Trường THPT Dân Tộc Nội Trú Tỉnh Cà Mau
4968,9938,Đai học Thanh Long,Trường Đại học Thăng Long
4969,3988,Trường THPT nguyen trai,Trường THPT Nguyễn Trãi
4970,10327,Hoc vien canh sat nhan ha noi,Học Viện Cảnh Sát Nhân Dân - T32
4971,12206,Trường Trung Cấp Phật Học - Tỉnh Nam Định,Trường Trung Cấp Phật Học
4972,14477,ưphạm tphcm,Trường Đại học Sư phạm TP.HCM
4973,1385,university of economic and technical industries,Đại học Kinh tế Kỹ thuật Công nghiệp
4974,11341,DhSp nghe that TW,Trường Đại Học Sư Phạm Nghệ Thuật Trung Ương
4975,13350,Cao Đẳng Nghề Bắc Kạn_ Bắc Kạn Vocatlonal Training Colleges,Trường Cao Đẳng Nghề Dân Tộc Nội Trú Bắc Kạn
4976,9740,Kinh te doi ngoai can tho,Trường Cao Đẳng Kinh tế Đối ngoại 
4977,7684,Truog trung hoc pho thong so 2 duc pho,Trường THPT Số 2 Đức Phổ
4978,5625,Trường THPT dong thanh,Trường THPT Đông Thạnh
4979,1945,Trường THCS va Trường THPT sao viet,Trường THCS-THPT Sao Việt
4980,4786,tt gdnn gdtx kong chro,TT GDNN-GDTX Kông Chro
4981,4862,Trường THCS va Trường THPT nguyen viet xuan,Trường THCS-THPT Nguyễn Viết Xuân
4982,2706,cd nghe than khoang san viet nam,CĐ Nghề than khoáng sản Việt Nam
4983,2538,ptdtnt Trường THCS-THPT huyen van ban,PTDTNT Trường THCS-THPT huyện Văn Bàn
4984,2674,TT GDTX tp thai nguyen,TT GDTX TP. Thái Nguyên
4985,8228,Trường THPT Phan Chu Trinh,Trường THPT Phan Chu Trinh
4986,11916,university of transport and communication HN,Trường Đại học Giao thông Vận tải 
4987,7824,Trường THPT Truc Ninh B,Trường THPT Trực Ninh B
4988,973,truong dai hoc kinh te hue (hce),Đại Học Kinh Tế - Đại Học Huế
4989,8762,Truong PTTH Ba Thuoc,Trường THPT Bá Thước
4990,13078,Hcmute - Đại Học Sư Phạm Kỹ Thuật Tp.HCM,Trường Đại học Sư phạm Kỹ thuật TP.HCM
4991,10161,Đại Học Thủ Đô,Trường Đại học Thủ đô Hà Nội
4992,1615,tc nghe giao thong van tai,TC nghề Giao thông Vận tải
4993,8467,"Trường THPT Đăk Mil,Đăk Nông",Trường THPT Đắk Mil
4994,8212,Đại Học Sư Phạm Kỹ Thuật - Thủ Đức,Trường Đại học Sư phạm Kỹ thuật TP.HCM
4995,13057,Trường THPT Lý thường kiệt,Trường THPT Lý Thường Kiệt
4996,3530,Trường THPT mai chau b,Trường THPT Mai Châu B
4997,14286,KHXH Nhan Van,Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội
4998,4261,Trường THPT nguyen huu canh,Trường THPT Nguyễn Hữu Cảnh
4999,4582,truong Trường THPT ba to,Trường THPT Ba Tơ
5000,3414,trung tam gdtx tp hung yen,TT GDTX TP Hưng Yên
5001,11742,cao dang lac viet _da nang,Trường Cao Đẳng LẠC VIỆT
5002,3529,Trường THPT mai chau,Trường THPT Mai Châu
5003,11383,Dai hoc Ngoaj Gjao,Học viện Ngoại giao
5004,511,Đại Học Sư Phạm Kỹ Thuật Vĩnh Long,Đại Học Sư Phạm Kỹ Thuật Vĩnh Long
5005,13797,Trường Cao Đẳng VHNT Việt Bắc,Trường Cao Đẳng Văn hóa Nghệ thuật Việt Bắc
5006,2259,tt gdnn gdtx q duong kinh,TT GDNN-GDTX Q.Dương Kinh
5007,4600,truong Trường THPT so 1 duc pho tu ngay 01 02 2020,Trường THPT số 1 Đức Phổ
5008,11694,Đại học tc Bách Khoa Hà Nội,Đại học Bách khoa Hà Nội
5009,1251,cd y te khanh hoa_khoa dieu duong da khoa,Cao Đẳng y tế Khánh Hòa
5010,7118,Cao Đẳng  điện  6,Cao Đẳng nghề Cơ điện Hà Nội
5011,3631,tc nghe dai lam,TC nghề Đại Lâm
5012,2482,Trường THCS va Trường THPT huyen bat xat,Trường THCS-THPT huyện Bát Xát
5013,3765,cd y te ninh binh,CĐ Y tế Ninh Bình
5014,7678,Trường THPT A Bình Lục,Trường THPT A Bình Lục
5015,5683,Trường THPT chuyen nguyen quang dieu,Trường THPT chuyên Nguyễn Quang Diêu
5016,5767,Trường THPT an phu 2,Trường THPT An Phú 2
5017,8010,"Trường THPT số I Nghĩa Hành, Quảng Ngãi",Trường THPT Số 1 Nghĩa Hành
5018,2298,Trường THPT chuyen,Trường THPT Chuyên
5019,12294,TrườnTrường THPT Hai Bà Trưng HN,Trường THPT Đoàn Kết - Hai Bà Trưng
5020,3145,Trường THPT bach dang nam 2012 ve truoc,Trường THPT Bạch Đằng
5021,11296,truongtrunghocphotgong do dang tuyen,Trường THPT Đỗ Đăng Tuyển
5022,3981,Trường THPT chuyen phan boi chau,Trường THPT Chuyên Phan Bội Châu
5023,293,Đại Học Lao Động – Xã Hội ( Cơ sở Hà Nội ),Đại Học Lao Động – Xã Hội 
5024,10845,Trường THPT Minh Thuận,Trường THPT Minh Thuận
5025,7773,Tjen giang unjversjty,Trường Đại học Tiền Giang
5026,5889,Trường THPT tran phu,Trường THPT Trần Phú
5027,9587,HCM city Maritime vocational colleges,Trường Cao Đẳng Hàng hải II 
5028,1513,Trường THPT viet duc,Trường THPT Việt Đức
5029,1534,Trường THPT kim lien,Trường THPT Kim Liên
5030,1177,cd dang thuy tram,Cao Đẳng y tế Đặng Thùy Trâm
5031,7167,PTTH BÁN CÔNG BUÔN MA THUỘT,Trường THPT Bán Công Buôn Ma Thuột
5032,11378,Trường THPT PHAN CHU TRINH DONG HA QUANG TRI,Trường THPT Phan Chu Trinh
5033,13866,trung tam giao giuc thuong xuyen huong nghiep day nghe xuan thuy nam ha,TT GDTX Và Dạy Nghề Cầu Giấy
5034,5779,Trường THPT nguyen quang dieu,Trường THPT Nguyễn Quang Diêu
5035,7937,Tr DH Van hoa Tp.HCM,Trường Đại học Văn hóa TP.HCM - Cơ sở 1
5036,11017,"Trường THPT Lê Qúy Đôn, Hậu Giang",Trường Trường THPT Lê Quý Đôn
5037,5947,trung tam gdnn gdtx go cong dong,TT GDNN-GDTX Gò Công Đông 
5038,9834,Trường THPT Sơn La,Trường THPT Chuyên Sơn La
5039,4818,tt gdnn gdtx dak doa,TT GDNN-GDTX Đak Đoa
5040,1198,su pham dn,Đại học Sư phạm Đà Nẵng - Đại học Đà Nẵng
5041,5866,Trường THPT hoa hoi,Trường THPT Hoà Hội
5042,13362,Trường THPT TRIỆU SƠN 3 - THANH HÓA,Trường THPT Triệu Sơn 3
5043,1777,gdtx dan phuong,GDTX Đan Phượng
5044,6183,Trường THPT phan ngoc tong,Trường THPT Phan Ngọc Tòng
5045,9093,Cao Đẳng kinh tế kỹ thuật Thái Nguyên,"Trường Cao Đẳng Kinh Tế - Kỹ Thuật, Đại học Thái Nguyên"
5046,5530,dh lam nghiep co so 2,ĐH Lâm Nghiệp 
5047,774,Đại Học Thái Bình,Đại Học Thái Bình
5048,6906,Trường THPTTH Đô Lương 1,Trường THPT Đô Lương 1
5049,4191,trung tam gdnn gdtx vu quang,TT GDNN-GDTX Vũ Quang
5050,7823,Trường THPT thuong xuan 2 Thanh hoa,Trường THPT Thường Xuân 2
5051,8533,University of comnunication and transport HaNoi 2002-2007,Trường Đại học Giao thông Vận tải
5052,12935,An Lương Đông,Trường THPT An Lương Đông
5053,13542,Trường Cao Đẳng Y Tế Hà Nội,Trường Cao Đẳng Y tế Hà Nội
5054,4708,Trường THPT so 2 phu cat,Trường THPT Số 2 Phù Cát
5055,6123,gdnn gdtx quan thot not,TT GDNN-GDTX quận Thốt Nốt
5056,13793,Cao Đẳng Sư Phạm Huế,Trường Cao Đẳng Sư phạm Huế
5057,8787,Cong ngjep thanh pho hcm,Trường Đại học Công nghiệp TP.HCM
5058,6541,Trường THPT gia nghia,Trường THPT Gia Nghĩa
5059,14192,truong pho thong trung hoc ayunpa,Trường THPT Lê Thánh Tông
5060,3774,cd nghe lilama 1,CĐ nghề LiLaMa 1
5061,12919,Truong trung hoc Pho thong Hon dat,Trường THPT Hòn Đất
5062,2590,Trường THPT binh do,Trường THPT Bình Độ
5063,4091,Trường THPT nam dan 1,Trường THPT Nam Đàn 1
5064,3394,Trường THPT ha bac,Trường THPT Hà Bắc
5065,1467,cdktkt quang nam,Cao Đẳng Kinh tế - Kỹ thuật Quảng Nam
5066,7738,"Trường Trường THPT Anh Hùng Núp, Gia Lai",Trường THPT Anh Hùng Núp
5067,5540,Trường THPT vo truong toan,Trường THPT Võ Trường Toản
5068,3083,Trường THPT quang la tu 01 01 2020,Trường THPT Quảng La
5069,10115,Trường trung học phổ thông dân tộc nội trú,Trường THPT Dân tộc Nội trú Hòa Bình
5070,5483,tt gdnn gdtx thong nhat,TT GDNN-GDTX Thống Nhất
5071,10910,Trung cap kinh te ky thuat binh phuoc,Trường Trung Cấp Kinh Tế Kỹ Thuật Bình Phước
5072,2620,tt gdnn gdtx chi lang,TT GDNN-GDTX Chi Lăng
5073,6411,ttgdnn gdtx thi xa gia rai,TT GDNN-GDTX thị xã Giá Rai
5074,58, VNAM,Học Viện Âm nhạc Quốc gia Việt Nam
5075,13573,Truong Trường THPT Ha Huy Tap huyen kong chro gia la,Trường THPT Hà Huy Tập
5076,12025,Trường đại học bánh khoa Hà Nội,Trường Đại học Bách khoa Hà Nội
5077,2483,tt dn gdtx huyen bat xat,TT DN-GDTX huyện Bát Xát
5078,12317,trung hoc pho thong krongana,Trường THPT Krông Ana
5079,13259,DH QuangNam,Trường Đại học Quảng Nam
5080,12996,Trường Trung Cấp đa ngành NB,Trường Trung Cấp Đa Ngành Hà Nội
5081,12665,"Trường THPT Nam Kỳ Khởi Nghĩa, Quận 10, TPHCM",Trường THPT Nam Kỳ Khởi Nghĩa
5082,13421,trung hoc cong nghiep tuy hoa,Trường Cao Đẳng Công Thương Miền Trung
5083,7591,DL nguyen chi thanh,Đường Nguyễn Chí Thanh
5084,6876,"Đai hoc KHXH NV, ĐH QGHN",Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội
5085,1892,btvh cdkt cao thang,BTVH CĐKT Cao Thắng
5086,8525,Trường THPT Hậu Lộc 1,Trường THPT Hậu Lộc I
5087,12450,"Trường THPT Nguyễn Huệ - Tuy Hoa, PY",Trường THPT Nguyễn Huệ
5088,1030,hoc tai truong dai hoc y tb,Đại Học Y Dược Thái Bình
5089,9170,trung cap yte hue,Trường Cao Đẳng Y tế Huế
5090,9309,Trường Cao Đẳng công nghệ thủ đức,Trường Cao Đẳng Công nghệ Thủ Đức
5091,3607,Trường THPT nguyen khuyen,Trường THPT Nguyễn Khuyến
5092,5430,Trường THPT nguyen khuyen,Trường THPT Nguyễn Khuyến
5093,11660,Truog Trường THPT Minh Phu,Trường THPT Minh Phú
5094,11279,Trường THPT THUAN THANH II,Trường THPT Thuận Thành 2
5095,118, TLU,Đại Học Thăng Long
5096,4106,Trường THPT que phong,Trường THPT Quế Phong
5097,484,Trường Sĩ quan Chính trị (hệ dân sự),Sĩ quan Chính trị 
5098,3884,Trường THPT dtnt ngoc lac,Trường THPT DTNT Ngọc Lặc
5099,12877,Trường THPT Nguyễn Thái Bình - TpHCM,Trường THPT Nguyễn Thái Bình
5100,4151,Trường THPT nguyen du,Trường THPT Nguyễn Du
5101,13697,ĐH NGHỀ TP CANTHO,Trường Cao Đẳng nghề Cần Thơ
5102,3389,Trường THPT cam giang ii,Trường THPT Cẩm Giàng II
5103,11994,Foreign Trade University HCMC,Trường Đại học Ngoại thương Cơ sở II - TP.HCM
5104,2719,Trường THPT dinh hoa,Trường THPT Định Hoá
5105,10330,Trường Văn hóa 1 - Bộ Công an,Trường văn hoá 1 Bộ Công An
5106,13157,Dh quan su tang thiet giap,Trường Sĩ quan Tăng-Thiết giáp
5107,927,"truong dai hoc cong nghe thong tin, dai hoc quoc gia thanh pho ho chi minh",Đại học Công nghệ Thông tin – Đại Học Quốc Gia TP.HCM
5108,10273,Trường THPT quang minh-me linh ha noi,Trường THPT Quang Minh
5109,78, Hanoi University of Business and Technology ,Đại Học Kinh doanh và Công nghệ Hà Nội
5110,10566,ĐAI HOC HÔNG ĐUC,Trường Đại Học Hồng Đức
5111,10876,Trương CĐSP Đak Lak,Trường Cao Đẳng Sư Phạm Đắk Lắk
5112,1835,Trường THPT tien phong,Trường THPT Tiền Phong
5113,5305,Trường THCS-THPT dang chi thanh,Trường THCS-THPT Đặng Chí Thanh
5114,1067,truong quan su quan khu 5 hoa cam da nang,Đại Học Ngoại Ngữ – Đại Học Quốc Gia Hà Nội
5115,6067,cd nghe viet my phan hieu ct,"CĐ Nghề Việt Mỹ, Phân hiệu CT"
5116,1582,cd nghe tran hung dao,CĐ nghề Trần Hưng Đạo
5117,14184,tran khai nguyen quan 5 tphcm,Trường THPT Trần Khai Nguyên
5118,9546,Trường THPT Hòa Bình - Q3 - Thành Phố Hồ Chí Minh,Trường TiH-Trường THCS-THPT Hòa Bình
5119,13402,Trường THPT Phan Đình Phùng - Hà Tĩnh,Trường THPT Phan Đình Phùng
5120,1935,Trường THPT quoc tri,Trường THPT Quốc Trí
5121,2844,truong ptdtnt Trường THCS-THPT huyen muong la,Trường THPTDTNT Trường THCS-THPT huyện Mường La
5122,12622,tptth chuyen thai binh,Trường THPT Chuyên Thái Bình
5123,11503,Cao dang Sư Phạm Tây Ninh,Trường Cao Đẳng Sư Phạm Tây Ninh
5124,5663,Trường THCS-THPT binh thanh trung,Trường THCS-THPT Bình Thạnh Trung
5125,9574,Trung học phổ thông Phan Bội Châu Ninh,Trường THPT Phan Bội Châu
5126,11035,Trường Đại Học KT-CC & XH Hà Nội,Trường Đại học Kinh tế Kỹ thuật Công nghiệp 
5127,12742,phổ thông kế sách,Trường THPT Kế Sách
5128,5068,quoc te chau a thai binh duong,Quốc tế Châu Á Thái Bình Dương
5129,1137,truong cao dang kinh te ky thuat vinatex tp ho chi minh,Cao Đẳng Công Nghệ TP.HCM
5130,14015,Truongcaodangkythuatcongnghe_tphcm,Trường Cao Đẳng Kỹ Nghệ II
5131,7392,Trường THPT Le Van Huu,Trường THPT Lê Văn Hưu
5132,9438,Trường THPT Duy Tan quang nam,Trường THPT Duy Tân
5133,219, University of Physical Education and Sports ,Đại Học Sư phạm Thể dục Thể thao TP.HCM
5134,948,vavc - truong cao dang nghe viet uc,Cao Đẳng nghề Việt Úc – VAVC
5135,1936,Trường THCS va Trường THPT dao duy anh,Trường THCS-THPT Đào Duy Anh
5136,713,Học Viện Ngân Hàng,Học Viện Ngân Hàng
5137,10820,Truong PTTH Tram Chim,Trường THPT Tràm Chim
5138,3790,Trường THPT nho quan b,Trường THPT Nho Quan B
5139,1470,ueh isb,Viện Đào tạo Quốc tế
5140,2744,Trường THPT tran quoc tuan,Trường THPT Trần Quốc Tuấn
5141,8311,Trường THPT Vo Nhai TN,Trường THPT Võ Nhai
5142,5127,trung tam gdnn gdtx huyen cat tien,TT GDNN-GDTX huyện Cát Tiên 
5143,13371,Dhoc y duoc tphcm,Đại học Y Dược TP.HCM
5144,3532,trung tam gdnn gdtx huyen tan lac,TT GDNN-GDTX huyện Tân Lạc
5145,3355,Trường THPT quang thanh truoc 28 4 2017,Trường THPT Quang Thành
5146,1103,khoa y duoc dhdn,Đại học Đà Nẵng
5147,10985,Trường THPT Quỳnh Lưu 2 - Nghệ An,Trường THPT Quỳnh Lưu 2
5148,12643,QL2,Trường THPT Quỳnh Lưu 2
5149,12058,Trường THPT Ngô Gia Tự-Thành phố Tuy Hoà,Trường THPT Ngô Gia Tự
5150,7737,CDVHNT Thai binh,Trường Cao Đẳng Văn hóa Nghệ thuật Thái Bình
5151,11179,cơ sở lươg thế vjh-ttp,Trường Lương Thế Vinh Cơ Sở A
5152,10893,Trường THPT Hùng Vương - Đức tin duc linh binh thuan,Trường Trường THPT Hùng Vương
5153,8675,PTTH Trần Quốc Tuấn,Trường THPT Trần Quốc Tuấn
5154,4992,truong du bi dh dan toc tw nha trang,Trường dự bị ĐH Dân tộc TW Nha Trang
5155,3914,Trường THPT trieu son 5,Trường THPT Triệu Sơn 5
5156,14088,Trường THPT Krông Bông đak lăk,Trường THPT Krông Bông
5157,3824,Trường THPT dan lap yen khanh,Trường THPT dân lập Yên Khánh
5158,1084,truong dai hoc xay dung ha noi k46 xdct,Đại Học Xây Dựng Hà Nội
5159,9917,Trường THPT Vạn Xuân - HĐ,Trường THPT Vạn Xuân
5160,12328,Dai hoa kien truc Ha Noi,Trường Đại học Kiến trúc Hà Nội
5161,230,Nhạc viện TPHCM,Nhạc viện TP.HCM
5162,10496,buon me thuoc,Thành phố Buôn Ma Thuột
5163,12974,dai hoc duoc,Trường Đại học Dược Hà Nội
5164,14309,Trường THPT Kroongana,Trường THPT Krông Ana
5165,10019,"Trường THPT Phan Ngọc Hiển , Huyện Năm Căn , Cà MAu",Trường THPT Phan Ngọc Hiển
5166,1028,hitu truong cd cong thuong tp hcm,Cao Đẳng Công Thương TP.HCM
5167,10585,trung hoc pho thong chuc dong,Trường THPT Chúc Động
5168,13133,Trường THPT ly chinh thăg,Trường THPT Lý Chính Thắng
5169,7929,Trường THCS-THPT MY LAC,Trường THPT Mỹ Lạc
5170,3983,Trường THPT dtnt tinh,Trường THPT DTNT Tỉnh
5171,7387,Trường Trung Cấp Kỹ Thuật Công Binh,Trung cấp kỹ thuật Công binh
5172,9220,Trường THPT BÌnh Đông,Trường THPT Bình Đông
5173,380,FBU,Đại Học Tài Chính Ngân Hàng Hà Nội
5174,8837,Trường THPT nguyem xuan on,Trường THPT Nguyễn Xuân Ôn
5175,10940,Truong Trường THPT Hung vuong,Trường THPT Hùng Vương
5176,11970,Đại học Tài nguyên và Môi Trường Hà Nội,Trường Đại học Tài nguyên và Môi Trường Hà Nội
5177,4076,Trường THPT dang thuc hua,Trường THPT Đặng Thúc Hứa
5178,9590,Trường trung học phổ thông Đoàn Kết,Trường THPT Đoàn Kết - Hai Bà Trưng
5179,12265,thph phạm hùng,Trường THPT Phạm Hùng
5180,11693,Kiến trúc & Xây dựng,Trường Đại học Kiến trúc Hà Nội
5181,14332,Trung học phổ thông hải hậu C,Trường THPT Hải Hậu C
5182,14322,Medical and Pharmaceutical University of Ho Chi Minh City '11,Đại học Y Dược TP.HCM
5183,1930,Trường THPT mac dinh chi,Trường THPT Mạc Đĩnh Chi
5184,11040,Cao dang ky thuat dung quat,Trường Cao Đẳng Kỹ nghệ Dung Quất
5185,5139,Trường THPT loc an bao lam,Trường THPT Lộc An - Bảo Lâm
5186,3225,Trường THPT hiep hoa so 4,Trường THPT Hiệp Hòa số 4
5187,12774,Trường THPT Hoang Van Thu,Trường THPT Hoàng Văn Thụ
5188,1648,Trường THPT le thanh tong,Trường THPT Lê Thánh Tông
5189,4291,th Trường THCS va Trường THPT trung vuong,Trường THCS-THPT Trưng Vương
5190,1022,hui-hcm university of industry,Đại học Công nghiệp TP.HCM
5191,488,VIU,Đại Học Công Nghiệp Việt Hung
5192,4120,so gddt ha tinh,Sở GDĐT Hà Tĩnh
5193,684,Đại Học Phòng Cháy Chữa Cháy (phía Nam),Đại Học Phòng Cháy Chữa Cháy 
5194,10329,truong trung hoc pho thong tan ky 3,Trường THPT Tân Kỳ 3
5195,156, University of Industrial Fine Art ,Đại Học Mỹ thuật công nghiệp
5196,2022,th Trường THCS va Trường THPT dai viet,Trường THCS-THPT Đại Việt
5197,6999,trung học phổ thông thị trấn thứ ba,Trường THPT An Biên
5198,3343,Trường THPT nam sach,Trường THPT Nam Sách
5199,4425,Trường THCS-THPT hong van,Trường THCS-THPT Hồng Vân
5200,14014,Trường THPTTH Đình Lập - Lạng Sơn,Trường THPT Đình Lập
5201,23,ĐH Hà Nội,Đại Học Hà Nội
5202,13998,T.H Tien Du 1,Trường THPT Tiên Du 1
5203,1086,truong cao dang su pham trung uog,Cao Đẳng Sư phạm Trung ương
5204,2066,th Trường THCS va Trường THPT quoc van sai gon,Trường THCS-THPT Quốc Văn Sài Gòn
5205,9732,Trường Đại học Y khoa vinh,Trường Đại học Y khoa Vinh
5206,12688,Trường THPT BC Tây sơn,Trường THPT Tây Sơn
5207,7828,Trường THPT Phụ Dực,Trường THPT Phụ Dực
5208,12092,Tay Do Univercity,Trường Đại Học Tây Đô
5209,9870,Bổ Túc Văn Hóa Hóa Thành Tây Ninh,Trường Bổ Túc Văn Hóa Huyện Hòa Thành
5210,3629,cao dang cong nghiep det may nam dinh,Cao Đẳng Công nghiệp Dệt May Nam Định
5211,27, University of Languages & International Studies ,Đại Học Ngoại ngữ
5212,2473,Trường THPT so 1 huyen bao yen,Trường THPT số 1 huyện Bảo Yên
5213,6407,Trường THPT gia rai,Trường THPT Giá Rai
5214,2550,Trường THPT song lo,Trường THPT Sông Lô
5215,13271,Dai hoc vinatex,Trường Cao Đẳng Công Nghệ TP.HCM
5216,4651,trung tam gdnn gdtx dak ha,TT GDNN-GDTX Đăk Hà
5217,10491,Truong trung hoc pho thong Quang Trung Daklak,Trường THPT Quang Trung
5218,4678,tt gdtx hn an lao,TT GDTX-HN An Lão
5219,7125,Phổ thông trung học Tam Nông,Trường THPT Tam Nông
5220,11656,"Trường THPT Vĩnh Trạch ,Thoại Sơn, An Giang",Trường THPT Vĩnh Trạch
5221,7342,Cao dang nghe an giang,Cao Đẳng nghề An Giang
5222,2918,truong cao dang nghe phu tho,Trường Cao Đẳng Nghề Phú Thọ
5223,6369,Trường THPT an thanh 3,Trường THPT An Thạnh 3
5224,1079,truong dai hoc su pham ki thuat hung yen khoai chau hung yen,Đại học Sư phạm Kỹ thuật Hưng Yên
5225,8451,"PTTH Lê Quý Đôn, t.p Thái Bình, việt nam",Trường THPT Lê Quý Đôn
5226,9490,Dai hoc su pham mot,Trường Đại học Sư phạm Hà Nội
5227,10578,Đại Học Phý Yên,Trường Đại học Phú Yên
5228,12706,truong trung huynh thuc khang,Trường THPT Huỳnh Thúc Kháng
5229,11253,Trung hoc pho thong Nguyen Luong Bang,Trường THPTTH Nguyễn Lương Bằng
5230,5791,Trường THPT chi lang,Trường THPT Chi Lăng
5231,6215,Trường THPT hoa ninh,Trường THPT Hòa Ninh
5232,1344,bkhn,Đại học Bách khoa Hà Nội
5233,6521,truong Trường THPT tran can,Trường THPT Trần Can
5234,8956,Trường Mầm non Thạch Đà A,Trường Mầm Non Thạch Đà A
5235,10890,Trường THPT-DTNT-Huế,Trường THPT Dân Tộc Nội Trú Tỉnh Thừa Thiên Huế
5236,7884,PTTH Phuong Nam,Trường THPT Phương Nam
5237,5390,Trường THPT hoa da,Trường THPT Hòa Đa
5238,8969,Đại học Khoa học Xã hội và Nhân văn,Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội
5239,125,ĐH Đại Nam,Đại Học Đại Nam
5240,8991,Đại Học Dệt May Hà Nội,Trường Đại Học Công Nghiệp Dệt May Hà Nội
5241,12267,Trường THPT Thái Thanh Hòa,Trường THPT Thái Thanh Hòa
5242,8041,Cao Đẳng Kỹ Thuật Công Nghệ TPHCM Cơ Sở Bình Dương,Trường Cao Đẳng Kỹ Nghệ II
5243,4576,truong Trường THPT so 1 duc pho,Trường THPT Số 1 Đức Phổ
5244,7645,"Trường THPT Thịnh Long, Hải Hậu, Nam Đ",Trường THPT Thịnh Long
5245,5534,th Trường THCS-THPT trinh hoai duc,Trường THCS-THPT Trịnh Hoài Đức
5246,8241,Tiểu đoàn cảnh sát đặc nhiệm số 1,Tiểu đoàn Đặc nhiệm số 1
5247,6548,Trường THPT truong chinh,Trường THPT Trường Chinh
5248,14338,Trường THPT Chuyên Biên Hòa,"Trường THPT chuyên Biên Hòa, Hà Nam"
5249,2936,truong Trường THPT truong thinh,Trường THPT Trường Thịnh
5250,5830,Trường THPT can dang,Trường THPT Cần Đăng
5251,14370,"Trường THPT Tran Hung Dao, Ba Ria Vung Tau",Trường THPT Trần Hưng Đạo
5252,7290,Trường THPT tay hieu nghe an viet nam,Trường THPT Tây Hiếu
5253,13671,Trường THPT Chợ Mới,Trường THPT Chợ Mới
5254,163, HPU,Đại Học Kiểm sát
5255,5520,Trường THPT ngo si lien,Trường THPT Ngô Sĩ Liên
5256,1924,Trường THCS-THPT quang trung nguyen hue,Trường THCS-THPT Quang Trung Nguyễn Huệ
5257,8274,Trường THCS Phương Tra,Trường THCS̉ Phương Trà
5258,3311,phong gd dt gia binh,Phòng GD-ĐT Gia Bình
5259,12422,Trung Học Phổ Thông Hưng Nhân,Trường THPT Hưng Nhân
5260,11809,Trường THPT Đưc Tri,Trường THPT Trí Đức
5261,1258,trung cap y te dak lak,Trung cấp Y tế Đắk Lắk
5262,6848,"Trung học phổ thông Vĩnh Bảo, Hải Phòng",Trường THPT Vĩnh Bảo
5263,1024,dai hoc an ninh nhan dan tp.ho chi minh,Đại học An ninh nhân dân
5264,12939,Trường CĐSP Soc Trăng,Trường Cao Đẳng Sư Phạm Sóc Trăng
5265,5435,tt gdnn gdtx bien hoa,TT GDNN-GDTX Biên Hòa
5266,8854,Cao dang nghe co khi nong nghiep,Cao Đẳng cơ khí nông nghiệp
5267,14320,Dh spham thai nguyen,Trường Đại học Sư phạm Thái Nguyên
5268,4214,pho thong dan toc noi tru tinh,Trường THPT dân tộc nội trú tỉnh
5269,2413,Trường THPT quang uyen tu 01 3 2020,Trường THPT Quảng Uyên
5270,11796,"Trường THPT Bắc Sơn, Lạng Sơn, Việt Nam",Trường THPT Bắc Sơn
5271,2437,Trường THPT sin ho,Trường THPT Sìn Hồ
5272,13869,ĐHSP,Trường Đại học Sư phạm Hà Nội
5273,6511,trung tam gdnn gdtx huyen tuan giao,TT GDNN-GDTX huyện Tuần Giáo
5274,13864,Đại học Thể Dục thể thao tỉnh Vĩnh phúc,Trường Năng Khiếu Thể Dục Thể Thao
5275,5611,Trường THCS-THPT thuan my,Trường THCS-THPT Thuận Mỹ
5276,5255,trung cap ky thuat phu giao,Trung cấp Kỹ thuật Phú Giáo
5277,2598,tt gdnn gdtx van lang,TT GDNN-GDTX Văn Lãng
