Unnamed: 0,index,text,normed_text,lower_text,lower_normed_text
7552,5575,tt gdtx ktth hn tan thanh,TTGDTX&KTTH-HN Tân Thạnh,tt gdtx ktth hn tan thanh,ttgdtx&ktth-hn tân thạnh
7553,2447,trung tam gd nghe nghiep gd thuong xuyen huyen muong te,TT GDNN-GDTX huyện Mường Tè,trung tam gd nghe nghiep gd thuong xuyen huyen muong te,tt gdnn-gdtx huyện mường tè
7554,5773,Trường THPT luong the vinh,Trường THPT Lương Thế Vinh,trường thpt luong the vinh,trường thpt lương thế vinh
7555,3132,Trường THPT nguyen binh,Trường THPT Nguyễn Bình,trường thpt nguyen binh,trường thpt nguyễn bình
7556,7770,Trường THPT Số 2 Phu' My,Trường THPT số 2 Phù Mỹ,trường thpt số 2 phu' my,trường thpt số 2 phù mỹ
7557,1216,daihocvinh,Đại học Vinh,daihocvinh,đại học vinh
7558,8004,hutech university,Trường Đại học Công nghệ TP.HCM,hutech university,trường đại học công nghệ tp.hcm
7559,6061,tt ngoai ngu tin hoc va boi duong nha giao,TT Ngoại ngữ - Tin học và Bồi dưỡng nhà giáo,tt ngoai ngu tin hoc va boi duong nha giao,tt ngoại ngữ - tin học và bồi dưỡng nhà giáo
7560,10193,Trươg Trường THPT cho gao,Trường THPT Chợ Gạo,trươg trường thpt cho gao,trường thpt chợ gạo
7561,876,trung cap kinh te ky thuat quang trung,Trung Cấp Kinh Tế Kỹ Thuật Quang Trung,trung cap kinh te ky thuat quang trung,trung cấp kinh tế kỹ thuật quang trung
7562,13100,Trường THPT TAN TRỤ,Trường THPT Tân Trụ,trường thpt tan trụ,trường thpt tân trụ
7563,2639,tt ky thuat th hn bac kan truoc 2018,TT Kỹ thuật TH-HN Bắc Kạn,tt ky thuat th hn bac kan truoc 2018,tt kỹ thuật th-hn bắc kạn
7564,2357,trung cap dtnt gdtx bac quang,Trung cấp DTNT-GDTX Bắc Quang,trung cap dtnt gdtx bac quang,trung cấp dtnt-gdtx bắc quang
7565,5003,Trường THPT tran cao van,Trường THPT Trần Cao Vân,trường thpt tran cao van,trường thpt trần cao vân
7566,8865,Trường THPT Ông Ích Khiêm,Trường THPT ông ích khiêm,trường thpt ông ích khiêm,trường thpt ông ích khiêm
7567,1165,dhsphn1,Đại học Sư phạm Hà Nội,dhsphn1,đại học sư phạm hà nội
7568,6344,Trường THPT van ngoc chinh,Trường THPT Văn Ngọc Chính,trường thpt van ngoc chinh,trường thpt văn ngọc chính
7569,6725,"TT GDQP, AN Đại học Huế",TT Giáo dục Quốc phòng và An ninh - Đại học Huế,"tt gdqp, an đại học huế",tt giáo dục quốc phòng và an ninh - đại học huế
7570,11256,Trường THPT TT GDTX Ô MÔN,TT GDTX - Kỹ Thuật Tổng Hợp Hướng Nghiệp Quận Ô Môn,trường thpt tt gdtx ô môn,tt gdtx - kỹ thuật tổng hợp hướng nghiệp quận ô môn
7571,11649,Trường Đại Học Kinh Tế Đà Nẵng,Trường Đại học Kinh tế - Đại học Đà Nẵng,trường đại học kinh tế đà nẵng,trường đại học kinh tế - đại học đà nẵng
7572,8964,Trường Trường THPT phan chu trinh (đắk dục-ngọc hồi-kon tum),Trường THPT Phan Chu Trinh,trường trường thpt phan chu trinh (đắk dục-ngọc hồi-kon tum),trường thpt phan chu trinh
7573,9643,Cao đằng công thương TP.HCM,Trường Cao Đẳng Công Thương TP.HCM,cao đằng công thương tp.hcm,trường cao đẳng công thương tp.hcm
7574,8088,Trường trung học phổ thông Lê Thanh Hiền,Trường THPT Lê Thanh Hiền,trường trung học phổ thông lê thanh hiền,trường thpt lê thanh hiền
7575,4496,Trường THPT hung vuong,Trường THPT Hùng Vương,trường thpt hung vuong,trường thpt hùng vương
7576,13642,Trường THPT Le Hong Phong thi xa Ba Don Quang Binh,Trường THPT Lê Hồng Phong - Quảng Bình,trường thpt le hong phong thi xa ba don quang binh,trường thpt lê hồng phong - quảng bình
7577,5370,Trường THPT loc hung tu 01 02 2020,Trường THPT Lộc Hưng,trường thpt loc hung tu 01 02 2020,trường thpt lộc hưng
7578,5721,tt gdtx thanh binh,TT GDTX Thanh Bình,tt gdtx thanh binh,tt gdtx thanh bình
7579,6117,gdnn gdtx huyen vinh thanh,TT GDNN-GDTX huyện Vĩnh Thạnh,gdnn gdtx huyen vinh thanh,tt gdnn-gdtx huyện vĩnh thạnh
7580,10295,Trường THPT Tay Son,Trường THPT Tây Sơn,trường thpt tay son,trường thpt tây sơn
7581,13155,"Trường Đại học Khoa học, Đại học Thái Nguyên",Trường Đại học Khoa học,"trường đại học khoa học, đại học thái nguyên",trường đại học khoa học
7582,9551,Thanh Oai A,Trường THPT Thanh Oai A,thanh oai a,trường thpt thanh oai a
7583,5450,tc mien dong,TC Miền Đông,tc mien dong,tc miền đông
7584,14126,Trường THPTTH Mộc Hóa,Trường THPT Mộc Hoá,trường thptth mộc hóa,trường thpt mộc hoá
7585,12370,Trường THPTTH Bắc Duyên Hà,Trường THPT Bắc Duyên Hà,trường thptth bắc duyên hà,trường thpt bắc duyên hà
7586,9647,trung cap tai chinh kt bd,Trường Trung Cấp Tài Chính Kế Toán Bình Dương,trung cap tai chinh kt bd,trường trung cấp tài chính kế toán bình dương
7587,5470,Trường THPT thanh binh,Trường THPT Thanh Bình,trường thpt thanh binh,trường thpt thanh bình
7588,7171,Trường THTP Bùi Thị Xuân,Trường THPT Bùi Thị Xuân,trường thtp bùi thị xuân,trường thpt bùi thị xuân
7589,3753,Trường THPT nam tien hai,Trường THPT Nam Tiền Hải,trường thpt nam tien hai,trường thpt nam tiền hải
7590,1140,university of economics in hcmc,Đại học Kinh tế TP.HCM,university of economics in hcmc,đại học kinh tế tp.hcm
7591,7561,HCMC POLYTECHNOLOGY UNIVERSITY,Bách Khoa Aptech,hcmc polytechnology university,bách khoa aptech
7592,4887,Trường THPT le trung kien,Trường THPT Lê Trung Kiên,trường thpt le trung kien,trường thpt lê trung kiên
7593,9439,Cao Đang Y te da nang,Cao Đẳng Y Dược Đà Nẵng - Trường Cao Đẳng Công Nghệ Y Dược Việt Nam,cao đang y te da nang,cao đẳng y dược đà nẵng - trường cao đẳng công nghệ y dược việt nam
7594,2846,truong Trường THPT tong lenh,Trường THPT Tông Lệnh,truong trường thpt tong lenh,trường thpt tông lệnh
7595,4216,cao dang nghe quang binh,Cao Đẳng nghề Quảng Bình,cao dang nghe quang binh,cao đẳng nghề quảng bình
7596,13912,Cao Đẳng Y TẾ BẮC NINH,Trường Cao Đẳng Y tế Bắc Ninh,cao đẳng y tế bắc ninh,trường cao đẳng y tế bắc ninh
7597,1058,dh ky thuat dc tay nguyen,Đại học Tây Nguyên,dh ky thuat dc tay nguyen,đại học tây nguyên
7598,743,Đại Học Văn Hóa – Nghệ Thuật Quân Đội,Đại Học Văn Hóa – Nghệ Thuật Quân Đội,đại học văn hóa – nghệ thuật quân đội,đại học văn hóa – nghệ thuật quân đội
7599,9975,"Trường THPT Chu Văn An, quãng ngãi",Trường THPT Chu Văn An,"trường thpt chu văn an, quãng ngãi",trường thpt chu văn an
7600,9255,Truong Trường THPT Tra Bong.QN,Trường THPT Trà Bồng,truong trường thpt tra bong.qn,trường thpt trà bồng
7601,976,dh qui nhon,Đại Học Quy Nhơn,dh qui nhon,đại học quy nhơn
7602,14159,Trường THCS-THPT na phac,Trường THCS-THPT Nà Phặc,trường thcs-thpt na phac,trường thcs-thpt nà phặc
7603,11871,Trường THPTTH Số 1 Tuy Phước,Trường THPT Số 1 Tuy Phước,trường thptth số 1 tuy phước,trường thpt số 1 tuy phước
7604,11023,PTTH Quang Trung-An Khe-Gia Lai,Trường THPT Quang Trung,ptth quang trung-an khe-gia lai,trường thpt quang trung
7605,9778,TT GDTX huyen cu chi,TT GDNN-GDTX Huyện Củ Chi,tt gdtx huyen cu chi,tt gdnn-gdtx huyện củ chi
7606,4756,truong quoc te chau a thai binh duong gia lai,Trường Quốc tế Châu Á Thái Bình Dương - Gia Lai,truong quoc te chau a thai binh duong gia lai,trường quốc tế châu á thái bình dương - gia lai
7607,9559,Trường THPT Lương Thế Vinh- điện bàn-quảng nam,Trường THPT Lương Thế Vinh,trường thpt lương thế vinh- điện bàn-quảng nam,trường thpt lương thế vinh
7608,4542,truong Trường THPT huynh thuc khang hoc xong lop 12 tu nam 2015 tro ve truoc,Trường THPT Huỳnh Thúc Kháng,truong trường thpt huynh thuc khang hoc xong lop 12 tu nam 2015 tro ve truoc,trường thpt huỳnh thúc kháng
7609,14183,Trường THPT Trung Giap,Trường THPT Trung Giáp,trường thpt trung giap,trường thpt trung giáp
7610,8711,Truong Trường THPT KIMBÔI A,Trường THPT Kim Bôi A,truong trường thpt kimbôi a,trường thpt kim bôi a
7611,5757,Trường THPT nguyen cong tru,Trường THPT Nguyễn Công Trứ,trường thpt nguyen cong tru,trường thpt nguyễn công trứ
7612,3061,cd nghe viet xo so 1,CĐ nghề Việt Xô số 1,cd nghe viet xo so 1,cđ nghề việt xô số 1
7613,11682,Hanoi University for natural resources and environment,Trường Đại học Tài nguyên và Môi Trường Hà Nội ,hanoi university for natural resources and environment,trường đại học tài nguyên và môi trường hà nội 
7614,7485,Nong Lam University at Ho Chi Minh City(K14),Trường Đại học Nông Lâm TP.HCM,nong lam university at ho chi minh city(k14),trường đại học nông lâm tp.hcm
7615,3236,tc nghe so 12 bo quoc phong,TC Nghề số 12 Bộ Quốc phòng,tc nghe so 12 bo quoc phong,tc nghề số 12 bộ quốc phòng
7616,7064,CĐSP BRVT,Cao Đẳng Sư phạm Bà Rịa Vũng Tàu,cđsp brvt,cao đẳng sư phạm bà rịa vũng tàu
7617,12541,Truong ptdtnt lao Cai,Trường THPT Dân tộc Nội trú Lào Cai,truong ptdtnt lao cai,trường thpt dân tộc nội trú lào cai
7618,3158,Trường THPT tran khanh du,Trường THPT Trần Khánh Dư,trường thpt tran khanh du,trường thpt trần khánh dư
7619,12562,Trung Cap Nghe Cam Lam,Trường Trung Cấp Nghề Cam Lâm,trung cap nghe cam lam,trường trung cấp nghề cam lâm
7620,10610,banking university of hcm,Trường Đại Học Ngân Hàng TP.HCM ,banking university of hcm,trường đại học ngân hàng tp.hcm 
7621,7692,truong Trường THPT que vo 3,Trường THPT Quế Võ số 3,truong trường thpt que vo 3,trường thpt quế võ số 3
7622,2395,tt gdnn gdtx nguyen binh,TT GDNN-GDTX Nguyên Bình,tt gdnn gdtx nguyen binh,tt gdnn-gdtx nguyên bình
7623,3280,Trường THPT que vo so 3,Trường THPT Quế Võ số 3,trường thpt que vo so 3,trường thpt quế võ số 3
7624,7508,ĐH Hàng Hải- Hải Phòng,Trường Đại học Hàng hải Việt Nam,đh hàng hải- hải phòng,trường đại học hàng hải việt nam
7625,14095,Trường THPT Tran Van On,Trường THPT Trần Văn Ơn,trường thpt tran van on,trường thpt trần văn ơn
7626,2776,cao dang y te yen bai,Cao Đẳng Y tế Yên Bái,cao dang y te yen bai,cao đẳng y tế yên bái
7627,2084,Trường THPT thanh da,Trường THPT Thanh Đa,trường thpt thanh da,trường thpt thanh đa
7628,6360,trung tam gdnn gdtx huyen long phu,TT GDNN-GDTX huyện Long Phú,trung tam gdnn gdtx huyen long phu,tt gdnn-gdtx huyện long phú
7629,9310,Trường THPT hauloc1,Trường THPT Hậu Lộc I,trường thpt hauloc1,trường thpt hậu lộc i
7630,7636,Trường THPT trung lap,Trường THPT Trung Lập,trường thpt trung lap,trường thpt trung lập
7631,3417,tc van hoa ng thuat va d lich hy ph an tao tp hung yen,"TC Văn hóa Ng.Thuật và D. Lịch HY Ph. An Tảo, TP Hưng Yên",tc van hoa ng thuat va d lich hy ph an tao tp hung yen,"tc văn hóa ng.thuật và d. lịch hy ph. an tảo, tp hưng yên"
7632,1419,cao dang gtvt twiii,Cao Đẳng Giao thông Vận tải Trung ương 3,cao dang gtvt twiii,cao đẳng giao thông vận tải trung ương 3
7633,13129,Trường THPT25-10,Trường THPT Dân Lập 25 - 10,trường thpt25-10,trường thpt dân lập 25 - 10
7634,532,Đại Học Gia Định,Đại Học Gia Định,đại học gia định,đại học gia định
7635,4293,truong hoi nhap quoc te ischool quang tri,Trường Hội nhập Quốc tế iSchool Quảng Trị,truong hoi nhap quoc te ischool quang tri,trường hội nhập quốc tế ischool quảng trị
7636,9956,Đại học Kinh Tế - Kĩ thuật,Trường Đại học Kinh tế Kỹ thuật Công nghiệp ,đại học kinh tế - kĩ thuật,trường đại học kinh tế kỹ thuật công nghiệp 
7637,2156,Trường THPT ly thuong kiet,Trường THPT Lý Thường Kiệt,trường thpt ly thuong kiet,trường thpt lý thường kiệt
7638,11887,trung học phổ thông bá thước,Trường THPT Bá Thước,trung học phổ thông bá thước,trường thpt bá thước
7639,187, BKU,Đại Học Bách Khoa TP.HCM, bku,đại học bách khoa tp.hcm
7640,5303,tt gdnn gdtx thuan bac,TT GDNN-GDTX Thuận Bắc,tt gdnn gdtx thuan bac,tt gdnn-gdtx thuận bắc
7641,237, HCM University of Resources & Environment ,Đại Học Tài nguyên – Môi Trường, hcm university of resources & environment ,đại học tài nguyên – môi trường
7642,9565,Trường THPT Nguyen Khyen,Trường Hồng Hà - Nguyễn Khuyến,trường thpt nguyen khyen,trường hồng hà - nguyễn khuyến
7643,117, Thang Long University ,Đại Học Thăng Long, thang long university ,đại học thăng long
7644,4529,Trường THPT tran van du,Trường THPT Trần Văn Dư,trường thpt tran van du,trường thpt trần văn dư
7645,6722,nguyễn thái bình- đức trọng,Trường THPT Nguyễn Thái Bình,nguyễn thái bình- đức trọng,trường thpt nguyễn thái bình
7646,8823,trung hoc pho thong chuyen lao cai,Trường THPT chuyên Lào Cai,trung hoc pho thong chuyen lao cai,trường thpt chuyên lào cai
7647,1037,cd gtvt mt,Cao Đẳng Giao thông Vận tải Miền Trung,cd gtvt mt,cao đẳng giao thông vận tải miền trung
7648,2213,tt dn gdtx an lao,TT DN-GDTX An Lão,tt dn gdtx an lao,tt dn-gdtx an lão
7649,6813,Trường Cao Đẳng kinh tế kỹ thuật nghệ an,Cao Đẳng Kinh tế Kỹ thuật Nghệ An,trường cao đẳng kinh tế kỹ thuật nghệ an,cao đẳng kinh tế kỹ thuật nghệ an
7650,4589,truong Trường THCS va Trường THPT pham kiet,Trường THCS-THPT Phạm Kiệt,truong trường thcs va trường thpt pham kiet,trường thcs-thpt phạm kiệt
7651,6673,Đại Học Lâm Nghiệp Quốc Gia Việt Nam,Trường Đại học Lâm nghiệp,đại học lâm nghiệp quốc gia việt nam,trường đại học lâm nghiệp
7652,1522,Trường THPT hoang dieu,Trường THPT Hoàng Diệu,trường thpt hoang dieu,trường thpt hoàng diệu
7653,6724,TRU0NG CAO DANG KINH TE DOI NGOAI TPHCM,Trường Cao Đẳng Kinh Tế Đối Ngoại,tru0ng cao dang kinh te doi ngoai tphcm,trường cao đẳng kinh tế đối ngoại
7654,1077,dhhp,Đại học Hải Phòng,dhhp,đại học hải phòng
7655,4482,truong cao dang tam tri,Trường Cao Đẳng Tâm Trí,truong cao dang tam tri,trường cao đẳng tâm trí
7656,6983,Trường THPT Tô Hiệu-Thường Tín,Trường THPT Tô Hiệu,trường thpt tô hiệu-thường tín,trường thpt tô hiệu
7657,4928,tt gdnn gdtx krong nang,TT GDNN-GDTX Krông Năng,tt gdnn gdtx krong nang,tt gdnn-gdtx krông năng
7658,8401,PTTH bán công  Nguyễn Bỉnh Khiêm - Hải Dương,Trường THPT Nguyễn Bỉnh Khiêm,ptth bán công  nguyễn bỉnh khiêm - hải dương,trường thpt nguyễn bỉnh khiêm
7659,10715,Trường THCS Thi Trấn Đầm Dơi,Trường THPT Đầm Dơi,trường thcs thi trấn đầm dơi,trường thpt đầm dơi
7660,4681,Trường THPT hoai an,Trường THPT Hoài Ân,trường thpt hoai an,trường thpt hoài ân
7661,9713,Đại học tổng hợp quốc gia,Đại Học Tổng Hợp Hà Nọi,đại học tổng hợp quốc gia,đại học tổng hợp hà nọi
7662,6771,Dai Hoc Bach Khoa Tp.HCM,Đại học Bách khoa - Đại học Quốc gia TP.HCM,dai hoc bach khoa tp.hcm,đại học bách khoa - đại học quốc gia tp.hcm
7663,10619,Truong Trường THPT thah pjh 1,Trường THPT Thanh Bình 1,truong trường thpt thah pjh 1,trường thpt thanh bình 1
7664,7989,Trường Đại học Mỏ-Địa chất HÀ Nội,Trường Đại học Mỏ - Địa chất.,trường đại học mỏ-địa chất hà nội,trường đại học mỏ - địa chất.
7665,1594,Trường THPT hoang mai,Trường THPT Hoàng Mai,trường thpt hoang mai,trường thpt hoàng mai
7666,9777,Truong trung hoc pho thong Quang Trung Daklak,Trường THPT Quang Trung,truong trung hoc pho thong quang trung daklak,trường thpt quang trung
7667,14441,Cựu Sinh Viên Đại Học Công Nghiệp Hà Nội,Trường Đại học Công nghiệp Hà Nội,cựu sinh viên đại học công nghiệp hà nội,trường đại học công nghiệp hà nội
7668,2260,Trường THPT nguyen hien,Trường THPT Nguyễn Hiền,trường thpt nguyen hien,trường thpt nguyễn hiền
7669,2952,truong Trường THPT ha hoa,Trường THPT Hạ Hoà,truong trường thpt ha hoa,trường thpt hạ hoà
7670,4457,tt gdtx hn duy xuyen,TT GDTX-HN Duy Xuyên,tt gdtx hn duy xuyen,tt gdtx-hn duy xuyên
7671,12189,Trường TT GDTX Q.7,TT GDTX Quận 7,trường tt gdtx q.7,tt gdtx quận 7
7672,3554,pt dtnt Trường THCS-THPT kim boi,PT DTNT Trường THCS-THPT Kim Bôi,pt dtnt trường thcs-thpt kim boi,pt dtnt trường thcs-thpt kim bôi
7673,11437,PTTH Tây Tền Hải,Trường THPT Tây Tiền Hải,ptth tây tền hải,trường thpt tây tiền hải
7674,5449,dh dong nai,ĐH Đồng Nai,dh dong nai,đh đồng nai
7675,9078,PTTH TInh Tuc,Trường THPT Tĩnh Túc,ptth tinh tuc,trường thpt tĩnh túc
7676,10176,Trương Trường THPT Ngô Quyền- Ba Vì,Trường THPT Ngô Quyền,trương trường thpt ngô quyền- ba vì,trường thpt ngô quyền
7677,6356,Trường THPT dai ngai,Trường THPT Đại Ngãi,trường thpt dai ngai,trường thpt đại ngãi
7678,7337,Trường Đại học Phòng Cháy Chữa Cháy,Đại học Phòng Cháy Chữa Cháy,trường đại học phòng cháy chữa cháy,đại học phòng cháy chữa cháy
7679,8449,"Trường THPT Đắc Tô, KON Tum",Trường THPT Nguyễn Văn Cừ,"trường thpt đắc tô, kon tum",trường thpt nguyễn văn cừ
7680,6632,tt gdnn gdtx thi xa nga bay,TT GDNN-GDTX thị xã Ngã Bảy,tt gdnn gdtx thi xa nga bay,tt gdnn-gdtx thị xã ngã bảy
7681,7959,truong cd kinh te ky thuat thuong mai,Trường Cao Đẳng Kinh tế - Kỹ thuật Thương mại,truong cd kinh te ky thuat thuong mai,trường cao đẳng kinh tế - kỹ thuật thương mại
7682,3295,Trường THPT tu son,Trường THPT Từ Sơn,trường thpt tu son,trường thpt từ sơn
7683,9353,truong ptth dien chau 2,Trường THPT Diễn Châu 2,truong ptth dien chau 2,trường thpt diễn châu 2
7684,7381,Chuyên Toán Tin ĐHSP Vinh,Trường THPT Chuyên - Trường Đại học Vinh,chuyên toán tin đhsp vinh,trường thpt chuyên - trường đại học vinh
7685,7777,trung hoc pho thong dan lap uong bi,Trường THPT Uông Bí,trung hoc pho thong dan lap uong bi,trường thpt uông bí
7686,5468,tt gdnn gdtx tan phu,TT GDNN-GDTX Tân Phú,tt gdnn gdtx tan phu,tt gdnn-gdtx tân phú
7687,6038,trung tam gdnn gdtx huyen vinh thuan,TT GDNN-GDTX huyện Vĩnh Thuận,trung tam gdnn gdtx huyen vinh thuan,tt gdnn-gdtx huyện vĩnh thuận
7688,1720,Trường THPT nguyen tat thanh son tay truoc 3 2019,Trường THPT Nguyễn Tất Thành-Sơn Tây,trường thpt nguyen tat thanh son tay truoc 3 2019,trường thpt nguyễn tất thành-sơn tây
7689,6010,trung tam gdtx giong rieng,TT GDTX Giồng Riềng,trung tam gdtx giong rieng,tt gdtx giồng riềng
7690,13119,truong Trường THPT yt2,Trường THPT Yên Thành 2,truong trường thpt yt2,trường thpt yên thành 2
7691,13472,Trường THPT Hương Thuỷ,Trường THPT Hương Thủy,trường thpt hương thuỷ,trường thpt hương thủy
7692,8875,truong Trường THPT Cay Duong,Trường THPT Cây Dương,truong trường thpt cay duong,trường thpt cây dương
7693,9435,Trường THPT Chương Mỹ A,Trường THPT Chương Mỹ A,trường thpt chương mỹ a,trường thpt chương mỹ a
7694,10016,Trường THPT Binh My Chau Phu an giang,Trường THPT Bình Mỹ,trường thpt binh my chau phu an giang,trường thpt bình mỹ
7695,14501,"Trường THPT Trương Vĩnh Kí, Chợ Lách, Bến Tre",Trường THPT Trương Vĩnh Ký,"trường thpt trương vĩnh kí, chợ lách, bến tre",trường thpt trương vĩnh ký
7696,5565,tt gdnn gdtx huyen vinh hung ap 1 xa vinh binh huyen vinh hung long an,"TTGDNN-GDTX huyện Vĩnh Hưng ấp 1, xã Vĩnh Bình, huyện Vĩnh Hưng, Long An",tt gdnn gdtx huyen vinh hung ap 1 xa vinh binh huyen vinh hung long an,"ttgdnn-gdtx huyện vĩnh hưng ấp 1, xã vĩnh bình, huyện vĩnh hưng, long an"
7697,4016,Trường THPT quynh luu 2,Trường THPT Quỳnh Lưu 2,trường thpt quynh luu 2,trường thpt quỳnh lưu 2
7698,4332,phong gd dt hai lang,Phòng GD-ĐT Hải Lăng,phong gd dt hai lang,phòng gd-đt hải lăng
7699,12555,Trường Học Viện Chính Trị CAND,Học viện chính trị Công An Nhân Dân,trường học viện chính trị cand,học viện chính trị công an nhân dân
7700,4976,Trường THPT chuyen le quy don,Trường THPT chuyên Lê Quý Đôn,trường thpt chuyen le quy don,trường thpt chuyên lê quý đôn
7701,9288,TCN HaTinh,Trường Trung Cấp Nghề Hà Tĩnh,tcn hatinh,trường trung cấp nghề hà tĩnh
7702,11204,Truong Trường THPT Nguyen Trai-Bien Hoa-Dong Nai,Trường THPT Nguyễn Trãi,truong trường thpt nguyen trai-bien hoa-dong nai,trường thpt nguyễn trãi
7703,10154,internasinal university ( IU ),Trường Đại học Quốc Tế - Đại học Quốc gia TP.HCM,internasinal university ( iu ),trường đại học quốc tế - đại học quốc gia tp.hcm
7704,3065,Trường THPT tam dao,Trường THPT Tam Đảo,trường thpt tam dao,trường thpt tam đảo
7705,5661,Trường THPT lap vo 3,Trường THPT Lấp Vò 3,trường thpt lap vo 3,trường thpt lấp vò 3
7706,14017,Băc Giang,Thành phố Bắc Giang,băc giang,thành phố bắc giang
7707,2439,ptdtnt huyen sin ho,PTDTNT huyện Sìn Hồ,ptdtnt huyen sin ho,ptdtnt huyện sìn hồ
7708,5382,th Trường THCS va Trường THPT le quy don,Trường THCS-THPT Lê Quý Đôn,th trường thcs va trường thpt le quy don,trường thcs-thpt lê quý đôn
7709,8567,Trường Trung Cấp An Ninh Nhân Dân II,Học Viện An ninh Nhân Dân,trường trung cấp an ninh nhân dân ii,học viện an ninh nhân dân
7710,12677,Ptth Phan Viet Thong,Trường THPT Phan Việt Thống,ptth phan viet thong,trường thpt phan việt thống
7711,3932,Trường THPT nguyen hoang,Trường THPT Nguyễn Hoàng,trường thpt nguyen hoang,trường thpt nguyễn hoàng
7712,11991,Trường THPT Hòn Gai,Trường THPT Hòn Gai,trường thpt hòn gai,trường thpt hòn gai
7713,2960,trung tam gdnn gdtx cam khe,TT GDNN-GDTX Cẩm Khê,trung tam gdnn gdtx cam khe,tt gdnn-gdtx cẩm khê
7714,602,Đại Học Văn Lang,Đại Học Văn Lang,đại học văn lang,đại học văn lang
7715,1952,Trường THPT luong van can,Trường THPT Lương Văn Can,trường thpt luong van can,trường thpt lương văn can
7716,6487,truong Trường THPT phan dinh giot,Trường THPT Phan Đình Giót,truong trường thpt phan dinh giot,trường thpt phan đình giót
7717,5402,Trường THPT duc tan,Trường THPT Đức Tân,trường thpt duc tan,trường thpt đức tân
7718,4287,Trường THPT phan chau trinh,Trường THPT Phan Châu Trinh,trường thpt phan chau trinh,trường thpt phan châu trinh
7719,6505,trung tam gdnn gdtx huyen dien bien,TT GDNN-GDTX huyện Điện Biên,trung tam gdnn gdtx huyen dien bien,tt gdnn-gdtx huyện điện biên
7720,4825,truong Trường THPT tran quoc tuan,Trường THPT Trần Quốc Tuấn,truong trường thpt tran quoc tuan,trường thpt trần quốc tuấn
7721,11302,Trung cấp bách khoa Hải Phòng,Trường Trung Cấp Bách Khoa Hải Phòng,trung cấp bách khoa hải phòng,trường trung cấp bách khoa hải phòng
7722,6157,trung tam gdnn gdtx cho lach,TT GDNN-GDTX Chợ Lách,trung tam gdnn gdtx cho lach,tt gdnn-gdtx chợ lách
7723,9862,KTQD Hà Nội,Trường Đại Học Kinh Tế Quốc Dân,ktqd hà nội,trường đại học kinh tế quốc dân
7724,8432,Trường trung học Sư phạm Kỹ thuật Thành phố vĩnh long,Trường ĐH Sư phạm Kỹ thuật Vĩnh Long,trường trung học sư phạm kỹ thuật thành phố vĩnh long,trường đh sư phạm kỹ thuật vĩnh long
7725,3307,Trường THPT thuan thanh so 3,Trường THPT Thuận Thành số 3,trường thpt thuan thanh so 3,trường thpt thuận thành số 3
7726,5820,tt gdtx my luong,TT GDTX Mỹ Luông,tt gdtx my luong,tt gdtx mỹ luông
7727,14351,ĐH Kinh Tế Công Nghệ,Trường Đại học Kinh tế Kỹ thuật Công nghiệp ,đh kinh tế công nghệ,trường đại học kinh tế kỹ thuật công nghiệp 
7728,4742,Trường THPT xuan dieu,Trường THPT Xuân Diệu,trường thpt xuan dieu,trường thpt xuân diệu
7729,10459,trung cap xd,Trường Trung cấp xây dựng Hà Nội,trung cap xd,trường trung cấp xây dựng hà nội
7730,52, HOU,Đại Học Mở Hà Nội, hou,đại học mở hà nội
7731,835,dai hoc cong nghiep ha noi (haui),Đại học Công nghiệp Hà Nội,dai hoc cong nghiep ha noi (haui),đại học công nghiệp hà nội
7732,5153,ptdtnt Trường THPT tinh binh phuoc,PTDTNT Trường THPT tỉnh Bình Phước,ptdtnt trường thpt tinh binh phuoc,ptdtnt trường thpt tỉnh bình phước
7733,7191,Trường THPTTH Yên Sơn,Trường THPTTH Yên Sơn,trường thptth yên sơn,trường thptth yên sơn
7734,1072,dh kien truc hn kien truc univercity,Đại Học Kiến Trúc Hà Nội,dh kien truc hn kien truc univercity,đại học kiến trúc hà nội
7735,2187,Trường THPT hang hai,Trường THPT Hàng Hải,trường thpt hang hai,trường thpt hàng hải
7736,1965,Trường THPT nguyen van tang,Trường THPT Nguyễn Văn Tăng,trường thpt nguyen van tang,trường thpt nguyễn văn tăng
7737,4648,tt gdtx dak ha,TT GDTX Đăk Hà,tt gdtx dak ha,tt gdtx đăk hà
7738,6111,Trường THCS va Trường THPT tran ngoc hoang,Trường THCS-THPT Trần Ngọc Hoằng,trường thcs va trường thpt tran ngoc hoang,trường thcs-thpt trần ngọc hoằng
7739,13888,Truong Trung Cap Nghe Thap Muoi,Trường Trung cấp nghề Tháp Mười,truong trung cap nghe thap muoi,trường trung cấp nghề tháp mười
7740,12023,Ðai Hoc Nông Lâm,Trường Đại học Nông Lâm TP.HCM,ðai hoc nông lâm,trường đại học nông lâm tp.hcm
7741,3684,Trường THPT le quy don,Trường THPT Lê Quý Đôn,trường thpt le quy don,trường thpt lê quý đôn
7742,11094,Trường Đại Học Sân Khấu Điện Ảnh Tp.Hcm,Trường Đại học Sân khấu Điện ảnh TP.HCM,trường đại học sân khấu điện ảnh tp.hcm,trường đại học sân khấu điện ảnh tp.hcm
7743,1882,Trường THPT luong the vinh,Trường THPT Lương Thế Vinh,trường thpt luong the vinh,trường thpt lương thế vinh
